#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
56383.14413999999  18.691  0.022
56384.11451000022  18.184  0.019
56385.11928000022  17.864  0.019
56386.05586999981  17.556  0.022
56387.11707000015  17.214  0.027
56388.11528000003  17.111  0.029
56389.04039000021  16.965  0.037
56390.06180999987  16.882  0.052
56391.08180999989  16.777  0.041
56393.19611999998  16.704  0.04
56397.03500000015  16.645  0.04
56398.05403999984  16.708  0.045
56399.069829999935  16.718  0.039
56400.02038000012  16.825  0.044
56400.98942  16.921  0.049
56407.06594000012  17.5  0.062
56408.17145999987  17.702  0.067
56410.02762999991  17.786  0.03
56411.0618400001  17.897  0.028
56414.01093999995  18.273  0.023
56415.10593000008  18.443  0.025
56415.98887  18.519  0.022
56417.02394000022  18.622  0.023
56417.97866000002  18.812  0.023
56418.97885000007  18.852  0.026
56419.98683999991  18.911  0.027
56422.05303000007  19.144  0.025
56423.04628999997  19.162  0.034
56423.993110000156  19.172  0.033
56425.98390999995  19.398  0.029
56427.00401999988  19.496  0.03
56432.992099999916  19.765  0.076
56436.02839000011  19.884  0.069
