#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4293.47615739925      All      -0.41870989492613436       0.21386048079889974        -0.23390126649508458       0.19561104306684285        
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_g            4600.173860762364     All      -0.3339823248055024        0.23888144702262082        -0.12404095573244067       0.18106519898787587        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4690.22049695091      All      -0.30824850488589395       0.26483818129019454        -0.11767123555684877       0.1814220608810424         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7423.058202697028     All      0.2442434685879275         -0.035333806230752884      0.0532898889280764         -0.08868943323633027       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6071.270802093824     All      0.6612199762421559         -0.04013651357439585       0.10146942775639545        -0.2239267681478585        
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_B            4272.475338630802     All      -0.32903504004648887       0.2012484050292862         0.05143648403690415        0.17502613791167132        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5244.826605157874     All      0.26529403228979215        0.132215140465064          -0.008541559869090776      -0.04372934381980248       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_r            6064.0393114464205    All      0.5683368140897382         -0.0362283334915503        0.05998709582951678        -0.19424980959369537       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_i            7358.568908709049     All      0.31903913734675104        -0.040706993986106         0.10851700670768682        -0.11233853466250943       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_V            5354.199984257962     All      0.3147864770836953         0.09855925442430191        0.0768781384272832         -0.06700160185500181       
Check         All|All|All                              All                   All      0.9829441409760404         0.9971972617475622         -0.03257697596760201       0.003188949532234586       
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4293.47615739925      All      -0.00028368740174573935    5.638488698225137e-05      -0.0006021381484274691     8.390207244085586e-05      
Lambda        Linear_AB11_off|LCOGT|LCOGT_g            4600.173860762364     All      -6.287232465228328e-05     -2.845006883437994e-05     -0.00033894652291024426    -3.913165413941411e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4690.22049695091      All      -3.21258902754768e-06      -8.063734182059686e-05     -0.0006022443635099988     -5.209518911854041e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7423.058202697028     All      -1.4954886441206872e-05    -4.300644283021163e-06     -4.211306011373256e-05     1.5911247304900156e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6071.270802093824     All      -3.2133951609055483e-06    -2.8377190400795146e-05    -0.0001346667324799307     -1.4206233742553781e-05    
Lambda        Linear_AB11_off|LCOGT|LCOGT_B            4272.475338630802     All      -0.00016896937438225267    6.14955290274784e-05       -0.00016817731790287973    6.756501982313895e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5244.826605157874     All      0.00021757695289066078     -5.42270056952794e-05      -0.0006855447027343609     -0.00011912820288617187    
Lambda        Linear_AB11_off|LCOGT|LCOGT_r            6064.0393114464205    All      -8.365137845268072e-05     3.808531248907705e-06      -7.458774057513291e-05     2.5160061642604307e-05     
Lambda        Linear_AB11_off|LCOGT|LCOGT_i            7358.568908709049     All      -2.9524190183450914e-05    7.528400518900521e-06      1.0468504465002866e-06     1.211596391319934e-05      
Lambda        Linear_AB11_off|LCOGT|LCOGT_V            5354.199984257962     All      5.3622653950929516e-05     -7.080868922431405e-06     -0.000263598423749894      -3.1536321474624235e-05    
MWEBV         All|All|All                              All                   All      -0.8415075090953135        -3.984848085311299         0.022732917252565876       -1.0228749728183661        
Redshift      All|All|All                              All                   All      5.248768456205295          0.5787041035987706         6.112559392081307          -1.2484181484988226        
