#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4198.682338481197     All      -0.6003454147420106        0.2117189155562471        0.092339214326133         0.26863674353776484       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5197.869486705514     All      -0.5705772455209193        1.2445405863536152        -0.018120451467659657     0.5904349609196955        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6003.017821283206     All      1.1953549422335574         0.1761640340363968        -0.6933774420111698       -0.3629262598542967       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7308.6162943900235    All      0.9665808410657777         -0.635316089027782        0.6085077865106451        -0.4946356232383067       
Check         All|All|All                                All                   All      0.9910131230364054         0.9971074469184771        -0.010650892642051324     0.0015098213648568892     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4198.682338481197     All      -0.0004674787889396364     0.00013678738803073371    -5.355447661297066e-05    0.00019443948328156128    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5197.869486705514     All      -0.000283982890868349      0.0004950130503982919     -0.0006400786112033833    0.00022518083763250078    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6003.017821283206     All      -0.0001678560851314843     3.5291510755156835e-05    -0.0006891462088174955    3.541842517219683e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7308.6162943900235    All      -0.00038726422022043554    0.00015335706940049895    -0.0014648093022523582    0.00011073042840793531    
MWEBV         All|All|All                                All                   All      -0.762022062500693         -3.957886351084916        0.040985883325448585      -1.0391691278725201       
Redshift      All|All|All                                All                   All      10.055032401656314         -2.97203101556347         11.555526747182544        -3.7276730465328263       
