#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            6252.9034965879955    All      1.0254081068633067         0.04253010354098308        -0.12331380741390106      -0.32565863027297337      
Zeropoint     AB|SDSS|SDSS_z            7434.181023832494     All      0.09728223746211495        0.004745756755397679       0.12275868133312752       -0.02466401998829928      
Zeropoint     AB|SDSS|SDSS_u            3000.9079534665384    All      -0.07634935334637533       0.027088652202600372       0.02824105237232067       0.0349534298775191        
Zeropoint     AB|SDSS|SDSS_g            3946.036857264825     All      -0.8545465373850534        0.5072745786842248         -0.3147643368719829       0.4295434533934256        
Zeropoint     AB|SDSS|SDSS_r            5156.290530959104     All      0.8007102494035745         0.4183204105920879         0.29211898355181576       -0.11152102217097323      
Check         All|All|All               All                   All      0.9925047029975675         0.9999595017752938         0.005040572971379997      0.002653210838698822      
Lambda        AB|SDSS|SDSS_i            6252.9034965879955    All      -0.00029084702852990446    -3.925235794672385e-05     -0.0005602732942807857    5.695023754616057e-05     
Lambda        AB|SDSS|SDSS_z            7434.181023832494     All      -2.0572767303202183e-05    -1.5673654780418963e-06    -3.571862166284443e-05    4.596726598485538e-06     
Lambda        AB|SDSS|SDSS_u            3000.9079534665384    All      -9.271926306614384e-05     3.2946988690347256e-05     3.563028221766055e-05     4.252364834537805e-05     
Lambda        AB|SDSS|SDSS_g            3946.036857264825     All      -0.0008101990554796164     0.0003551023736434417      -0.00116823762711331      0.0003274439329669494     
Lambda        AB|SDSS|SDSS_r            5156.290530959104     All      -1.5451088750631584e-05    8.098815590814753e-06      -0.0015639562420743252    -6.212120547971865e-05    
MWEBV         All|All|All               All                   All      -0.7181220821989012        -3.1831509623577503        0.1421138755117036        -0.7965991137504058       
Redshift      All|All|All               All                   All      5.440303394430013          0.2653296880382072         1.0811132331862525        -1.637414069526153        
