#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           4591.281006509037     All      -0.4793049380795501        0.5870358997970726         -0.0918197351160499       0.3432447994025159         
Zeropoint     AB|MEGACAMPSF|g           3597.6405318450957    All      -0.5191352210288305        0.22550380266785908        -0.10413545710991068      0.23790634074027095        
Zeropoint     AB|MEGACAMPSF|i           5613.012240951623     All      1.2201692660561934         0.19184959546159064        -0.2633511478034256       -0.34670969962334597       
Zeropoint     AB|MEGACAMPSF|z           6470.16715564618      All      0.7692226662079591         -0.0041487135238327255     0.4595503594520989        -0.23140487963741185       
Check         All|All|All               All                   All      0.9909517731557719         1.0002405844026896         0.0002440194227126824     0.0030365608820290824      
Lambda        AB|MEGACAMPSF|r           4591.281006509037     All      -0.00041727245290046875    -0.0002229217275278077     -0.002150267165833101     -3.2650122588427935e-05    
Lambda        AB|MEGACAMPSF|g           3597.6405318450957    All      -0.0007314097233314802     0.00022791902747619096     -0.0007007453389462423    0.0002812138890462658      
Lambda        AB|MEGACAMPSF|i           5613.012240951623     All      -0.00036091263045933536    -0.00010568546110428118    -0.00099445077736364      3.8758114936884524e-05     
Lambda        AB|MEGACAMPSF|z           6470.16715564618      All      -0.0002496606608288157     -1.4180400192052548e-05    -0.0003732737166094423    6.004617637174903e-05      
MWEBV         All|All|All               All                   All      -0.46071018049246115       -2.6735498822297643        0.028723304757805046      -0.719512901949669         
Redshift      All|All|All               All                   All      5.631738888350128          1.7580700153072115         8.40713858865032          -0.8866094092501053        
