#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           4591.281006509037     All      -0.5070648736238597        0.6050007739613505         -0.0019410636928876668     0.3621497465339689        
Zeropoint     AB|MEGACAMPSF|g           3597.6405318450957    All      -0.5147609119938277        0.2347173181497908         -0.060430476076447324      0.24143298205900496       
Zeropoint     AB|MEGACAMPSF|i           5613.012240951623     All      1.254282024169259          0.18248890310186283        -0.29287778770833117       -0.36218807100437705      
Zeropoint     AB|MEGACAMPSF|z           6470.16715564618      All      0.7596374830080991         -0.022084717130432807      0.35677203155014997        -0.23871154130819588      
Check         All|All|All               All                   All      0.9920937215596706         1.0001222780825714         0.001522704072483838       0.0026831162804009656     
Lambda        AB|MEGACAMPSF|r           4591.281006509037     All      -0.0003561724931411172     -0.00015911178673515413    -0.0018922395121426722     -2.025280350409873e-05    
Lambda        AB|MEGACAMPSF|g           3597.6405318450957    All      -0.000891524878454278      0.0003215313488998602      -0.0006130349233975841     0.0003677753885500551     
Lambda        AB|MEGACAMPSF|i           5613.012240951623     All      -0.00026849229249749124    -8.767334432626048e-05     -0.000909048766713127      1.833200883763269e-05     
Lambda        AB|MEGACAMPSF|z           6470.16715564618      All      -0.00016169249675152442    -7.036520844803142e-06     -0.00022303408689959046    4.042355244347797e-05     
MWEBV         All|All|All               All                   All      -0.44072965641191253       -2.6825247695590804        0.020699568568681208       -0.7293026945450354       
Redshift      All|All|All               All                   All      5.174324165674481          1.225630411655132          6.431237030234839          -0.9992228927938683       
