#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_i            5746.400131877877     All      1.115526383078211          0.12204775028337167        -1.4127081164948498        -0.3866513500829426        
Zeropoint     AB|SDSS|SDSS_r            4738.61600507224      All      0.7896755790649655         0.5176546247234626         1.6323469005628803         -0.015762028978628134      
Zeropoint     AB|SDSS|SDSS_z            6831.9907446302095    All      0.19590456197616798        0.030612808353147614       0.45884271151843387        -0.03336491926547066       
Zeropoint     AB|SDSS|SDSS_g            3626.396397986125     All      -1.1058403192283168        0.3278288448250066         -0.6831464251413304        0.43650752567067136        
Check         All|All|All               All                   All      0.9952662048910277         0.9981440281849885         -0.004664929554865971      0.0007292273436300123      
Lambda        AB|SDSS|SDSS_i            5746.400131877877     All      -0.00041535592320351804    -3.759494395771323e-05     0.00024205044384022355     0.00013385077851853924     
Lambda        AB|SDSS|SDSS_r            4738.61600507224      All      -0.00013003115630798366    -7.897548368761388e-05     -0.0008985107165425598     -2.3465894314645244e-05    
Lambda        AB|SDSS|SDSS_z            6831.9907446302095    All      -0.00012021705742666698    -2.0953209045848686e-05    -0.00034422997794562415    1.697209817663446e-05      
Lambda        AB|SDSS|SDSS_g            3626.396397986125     All      -0.002248020524273081      0.00039832733744651845     -0.0027201952172771484     0.0007406127416783811      
MWEBV         All|All|All               All                   All      -0.5471866006401691        -2.834996600955897         0.067104785063947          -0.7422204054599242        
Redshift      All|All|All               All                   All      7.744655350962422          -0.21638880138290517       1.8123719078287686         -2.51229615666866          
