#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3325.2701276521943    All      -1.5830682728329866        -0.08957250517553916      -0.0565423374337301        0.4839574812472399         
Zeropoint     AB|MEGACAMPSF|z           4688.591901616606     All      0.8815063122943378         0.2333125492093302        -0.059726036208373544      -0.2138033322623957        
Zeropoint     AB|MEGACAMPSF|i           4067.1995000397646    All      1.7005289971094886         0.8553147164192865        0.11839685309466884        -0.27003059016815395       
Check         All|All|All               All                   All      0.9989670365708397         0.9990547604530775        0.0021284794525651962      0.00012355881669029456     
Lambda        AB|MEGACAMPSF|r           3325.2701276521943    All      -0.003384573110924814      -0.0002005289978234416    -0.0005232053957284155     0.0010137996657611009      
Lambda        AB|MEGACAMPSF|z           4688.591901616606     All      -0.00011142359989727978    -3.540891475271051e-05    -0.00037733137232059114    7.921917634087386e-06      
Lambda        AB|MEGACAMPSF|i           4067.1995000397646    All      0.001089145234159196       0.0005147252615222661     0.00026843061659266484     -0.00017512865738232404    
MWEBV         All|All|All               All                   All      -0.5101511696750716        -1.695220820544563        -0.006448697720204716      -0.3863039486831138        
Redshift      All|All|All               All                   All      0.7535028233174215         -0.7295897211806235       -3.3479597905156546        -0.6324961028660228        
