#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_i          4290.777358496693     All      0.8820838069623156        0.6034803168859071        0.7744268948855271        -0.05619120699579521       
Zeropoint     AB|DECam|DECam_z          5028.160000582474     All      1.6623465479356128        0.29355291886847823       -0.3702686321244597       -0.4623845054293764        
Zeropoint     AB|DECam|DECam_r          3531.8670758577837    All      -1.550831033666865        0.10134985158991583       -0.4026886349629971       0.5201995251683551         
Check         All|All|All               All                   All      0.9935993212310635        0.9983830873443011        0.00146962779807025       0.0016238127431834615      
Lambda        AB|DECam|DECam_i          4290.777358496693     All      -0.0001361006499771802    -9.011755940207206e-05    -0.0021924683937588384    -8.286158937128754e-05     
Lambda        AB|DECam|DECam_z          5028.160000582474     All      0.00041869609767690604    2.6844420796512973e-05    -0.0009266909119043773    -0.00016899294195807585    
Lambda        AB|DECam|DECam_r          3531.8670758577837    All      -0.0023564665415242974    0.00011544398861099328    -0.0009810076023180432    0.0007614047194194524      
MWEBV         All|All|All               All                   All      -0.21853799422847597      -1.7347679913752856       -0.08371898261583244      -0.4976219862427293        
Redshift      All|All|All               All                   All      8.362295114064091         0.5096834837598152        1.9308906323577484        -2.471687170576959         
