#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4491.533529409134    All      -0.1976657517418834        0.6665077347406623         1.0174208026175524        0.3268925525866939         
Zeropoint     AB|DECam|DECam_z          6394.393885382854    All      0.9404263692496198         -0.024929317452659916      -0.5409099583570054       -0.3385864335495731        
Zeropoint     AB|DECam|DECam_i          5456.652234919352    All      0.7764961588628984         0.20789957439308893        0.13437621653400456       -0.17921402045754098       
Zeropoint     AB|DECam|DECam_g          3379.445051399213    All      -0.5272179643048209        0.1497150531413638         -0.6072627701486422       0.1934000058422869         
Check         All|All|All               All                  All      0.9920388120658138         0.9991930448224551         0.0036242906459094115     0.0024921044218667587      
Lambda        AB|DECam|DECam_r          4491.533529409134    All      -0.0002287453533643994     -0.00013275062344967047    -0.0013703789260983412    -2.9885075882978438e-05    
Lambda        AB|DECam|DECam_z          6394.393885382854    All      -0.00044673263863517917    -9.599542143187116e-05     -0.0011656521258634996    6.222894982410704e-05      
Lambda        AB|DECam|DECam_i          5456.652234919352    All      0.00016294294382774        5.0607769170263775e-05     -0.0007320470263780493    -6.925915872028306e-05     
Lambda        AB|DECam|DECam_g          3379.445051399213    All      -0.001332295981245172      0.00036476167370279143     -0.0016794074990082104    0.00047784326631395395     
MWEBV         All|All|All               All                  All      -0.42307372591935          -2.496589418875317         -0.0879049961811873       -0.679335074082342         
Redshift      All|All|All               All                  All      4.303205412643987          0.5900015671826964         1.2427286552834538        -1.1540553810056864        
