Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54467.94571389651 0.32823050725631936
Redshift 0.0252 0 F
Color 0.07056010733108574 0.01912787113211247
X0 0.005690822088552923 0.0001440167114631062
X1 0.4016209409871848 0.13542368929634732
RestFrameMag_0_UX 15.937669371957668 0.0
RestFrameMag_0_B 16.25530158980524 0.02747655001203178
RestFrameMag_0_V 16.156523486476672 0.0
RestFrameMag_0_R 16.13518014627065 0.0
CovDayMaxDayMax 0.1077352658937407 -1
CovDayMaxRestFrameMag_0_B 0.004391621339953338 -1
CovDayMaxX1 -0.026412537446698855 -1
CovDayMaxColor 0.0011030810858332183 -1
CovRestFrameMag_0_BDayMax 0.004391621339953344 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0007549608005636836 -1
CovRestFrameMag_0_BX1 0.00010782721903942315 -1
CovRestFrameMag_0_BColor 0.0004257313075226004 -1
CovX1DayMax -0.02641253744669885 -1
CovX1RestFrameMag_0_B 0.00010782721903942685 -1
CovX1X1 0.018339575622633615 -1
CovX1Color 7.416167771164612e-05 -1
CovColorDayMax 0.0011030810858332222 -1
CovColorRestFrameMag_0_B 0.0004257313075226005 -1
CovColorX1 7.416167771164426e-05 -1
CovColorColor 0.0003658754540467016 -1

dmu_estimate 0.04359686883298164
FirstPhase  -2.4274911202797926
LastPhase  40.50259081495672
LatestNegPhase  -2.422974928314235
EarliestPosPhase  2.493070721314134
NightsNegPhase  1
NightsPosPhase  19

salt3source   1
salt2_version   salt3-f22
