#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
58053.31571  16.944  0.022
58053.31853  16.937  0.024
58054.3429  16.659  0.022
58054.34572  16.659  0.022
58056.71751  16.086  0.023
58056.72034  16.084  0.023
58058.18669  15.82  0.025
58059.73888  15.681  0.022
58059.74169  15.676  0.022
58061.60308  15.448  0.029
58061.60589  15.511  0.033
58067.31918  15.342  0.022
58067.32199  15.35  0.022
58071.69409  15.494  0.022
58071.69691  15.508  0.023
58075.30559  15.732  0.022
58075.3084  15.729  0.022
58079.23933  16.005  0.025
58079.24215  15.996  0.025
58083.16972  16.411  0.022
58083.17253  16.406  0.022
58091.84751  17.258  0.037
58091.85032  17.27  0.04
58093.87252  17.308  0.036
58093.87534  17.336  0.031
58099.90935  17.716  0.025
58099.91216  17.724  0.024
58103.92277  17.866  0.029
58103.92559  17.897  0.028
58107.9267  18.011  0.026
58107.9295  18.006  0.025
58122.80529  18.323  0.033
58122.8081  18.329  0.027
58132.8434  18.497  0.03
58132.84621  18.45  0.029
58138.13491  18.52  0.031
58138.13772  18.508  0.03
58157.08535  18.85  0.031
58157.08816  18.858  0.029
58183.03831  19.231  0.033
58183.04228  19.19  0.032
58189.03518  19.261  0.037
58189.03915  19.301  0.036
