#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_i
@MAGSYS  Linear_AB11_off
58053.32546  17.068  0.038
58053.32735  17.066  0.037
58054.35265  16.763  0.037
58054.35455  16.762  0.037
58056.72727  16.277  0.039
58056.72918  16.24  0.039
58058.1964  15.96  0.037
58058.19829  15.956  0.037
58059.74861  15.844  0.038
58059.75051  15.867  0.038
58061.61282  15.771  0.035
58061.61472  15.739  0.033
58067.32892  15.774  0.036
58067.33081  15.779  0.036
58071.70383  15.894  0.038
58071.70573  15.933  0.038
58075.31529  16.127  0.037
58075.31718  16.136  0.036
58079.24903  16.439  0.039
58079.25091  16.391  0.039
58083.17941  16.383  0.037
58083.1813  16.378  0.037
58093.88221  16.307  0.043
58093.8841  16.274  0.042
58099.91905  16.496  0.037
58099.92094  16.479  0.037
58103.93248  16.728  0.038
58103.93438  16.71  0.038
58107.93638  16.969  0.038
58107.93826  16.95  0.038
58115.49821  17.28  0.05
58122.81505  17.609  0.042
58122.81692  17.607  0.042
58132.8531  18.016  0.049
58132.85499  18.006  0.047
58138.14462  18.139  0.054
58138.14649  18.109  0.055
58157.09508  18.879  0.062
58157.09697  18.817  0.062
