#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_r                6090.232677087939     All      1.204549129393631          -0.03486314450809047       -0.12521131312136133       -0.4093049588922958        
Zeropoint     AB|PS|PS_g                4795.7151485098175    All      -1.107706056365059         1.2405106398754917         -0.050299065882552126      0.7626468157050948         
Zeropoint     AB|PS|PS_z                8477.502738345727     All      0.3767291741519584         -0.08918401473509974       0.1365906678362902         -0.14566783954185225       
Zeropoint     AB|PS|PS_i                7376.590774455773     All      0.5258018112592757         -0.1173292763176903        0.04110965744682074        -0.20765441840610802       
Check         All|All|All               All                   All      0.9993740584398062         0.9991342043146112         0.0021899462791974966      1.9598864838793473e-05     
Lambda        AB|PS|PS_r                6090.232677087939     All      -0.0001721290782986192     -1.6278802695799795e-05    -0.00041181266218625473    3.238825435938192e-05      
Lambda        AB|PS|PS_g                4795.7151485098175    All      -0.00019146603398601794    -3.40257715604604e-05      -0.001033330197236632      5.170692314051766e-06      
Lambda        AB|PS|PS_z                8477.502738345727     All      0.0003255946653205576      -7.901647934833268e-05     0.00010867689888005143     -0.00012694541026785774    
Lambda        AB|PS|PS_i                7376.590774455773     All      -0.00012201700277264687    -1.3100364706582757e-05    -0.0004699403438157739     1.4506453082509146e-05     
MWEBV         All|All|All               All                   All      -0.6966870062932435        -4.0663041184026305        0.03849761074195046        -1.0958771789699477        
Redshift      All|All|All               All                   All      3.8273753742849705         1.447759246505509          1.3851509345185264         -0.7133063354235907        
