#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5585.652464686282    All      3.4310853984600556         -0.24079614817740236       0.59365531171845          -1.1695605110527787       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4664.42409412853     All      -2.4348748103336915        1.2435335765333733         -0.5946168894036729       1.1716436068465022        
Check         All|All|All                            All                  All      0.9962105881263644         1.002737428355971          -0.0009615776852228697    0.002083095793723455      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5585.652464686282    All      -0.00020543910252929102    -4.1478033095582845e-05    -0.0006544388024004689    2.420291645108922e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4664.42409412853     All      -0.0004949790817116769     -0.00015408187150888964    -0.0025189508155981405    -1.367769229367432e-06    
MWEBV         All|All|All                            All                  All      -0.24853060689668016       -2.580974592737384         -0.0133263347168678       -0.7603484344289624       
Redshift      All|All|All                            All                  All      2.6203627179485474         1.946761672999564          5.846419209883592         0.04148481654888233       
