#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3760.0268290787067    All      -0.9806349299194608        0.4734750819713085         -0.02586134946101591       0.47249739642169714       
Zeropoint     AB|SDSS|SDSS_r            4913.231030581217     All      0.5687654831012778         0.39986309462172187        -0.031113734106289783      -0.05640552770427285      
Zeropoint     AB|SDSS|SDSS_i            5958.1513699057305    All      1.2528394688114233         0.11568509330270871        -0.0640738280500731        -0.3732679120363435       
Zeropoint     AB|SDSS|SDSS_z            7083.745315347428     All      0.15510617176483762        0.009639356804491683       0.12011425696864889        -0.042023179724964506     
Check         All|All|All               All                   All      0.9960761937580779         0.9986626267002308         -0.0009346546487299101     0.0008007769561162378     
Lambda        AB|SDSS|SDSS_g            3760.0268290787067    All      -0.0013247558209756247     0.0006456994505153964      -0.00022493992253473267    0.0006318040723465025     
Lambda        AB|SDSS|SDSS_r            4913.231030581217     All      -0.00030875698061447106    -7.783236696499158e-05     -0.0016823118184460817     1.458939812267916e-07     
Lambda        AB|SDSS|SDSS_i            5958.1513699057305    All      -0.00014629670594019592    -1.7249024907556236e-05    1.90000711126091e-05       4.288296116451699e-05     
Lambda        AB|SDSS|SDSS_z            7083.745315347428     All      -4.9379506218808614e-05    -4.811175316167108e-06     -7.007504823710559e-05     1.1390244069758318e-05    
MWEBV         All|All|All               All                   All      -0.562416592009682         -3.008421379471926         0.018952968734912742       -0.7958984464969254       
Redshift      All|All|All               All                   All      4.301101694386402          -0.06592106411638099       4.618234602586937          -1.2163923836965382       
