#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3760.0268290787067    All      -1.066372678950008         0.44021544140520064        -0.27199967183240137       0.4786072199720423        
Zeropoint     AB|SDSS|SDSS_r            4913.231030581217     All      0.694323435750825          0.39251227483774187        -0.20784125114834406       -0.10758482486006721      
Zeropoint     AB|SDSS|SDSS_i            5958.1513699057305    All      1.2378093846705234         0.1529514745895355         0.3580268564809419         -0.33739681783162834      
Zeropoint     AB|SDSS|SDSS_z            7083.745315347428     All      0.13247061549904687        0.01274379162374828        0.12478221665839229        -0.03343050820622112      
Check         All|All|All               All                   All      0.9982307569703872         0.9984229824562263         0.002968150158588756       0.00019506907412564223    
Lambda        AB|SDSS|SDSS_g            3760.0268290787067    All      -0.0011755108479357154     0.0005122451381269688      -0.0005077251745133498     0.0005271002075421352     
Lambda        AB|SDSS|SDSS_r            4913.231030581217     All      -0.00047522206611542284    -0.00011551602345368426    -0.0021724605134511013     2.0221157107145817e-05    
Lambda        AB|SDSS|SDSS_i            5958.1513699057305    All      -0.0002804656349351403     -4.150714311898495e-05     -0.00023782676907264336    6.722352588052221e-05     
Lambda        AB|SDSS|SDSS_z            7083.745315347428     All      -5.182490304177788e-05     -6.808960583157469e-06     -9.964024973676865e-05     1.0216686724652478e-05    
MWEBV         All|All|All               All                   All      -0.5699287966672673        -3.001792711447493         0.057853873980295845       -0.7895563303077932       
Redshift      All|All|All               All                   All      5.34198588990291           0.715910372426265          8.76112544319696           -1.1158961992699223       
