#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|PS|PS_i                4669.912243806434     All      1.4398323563133408         0.5232036027136289         -0.3262849074035507        -0.3131367380827357       
Zeropoint     AB|PS|PS_z                5366.8686585944015    All      1.1362828030833494         0.12546203118741772        0.46123955697474056        -0.30867457739100723      
Zeropoint     AB|PS|PS_r                3855.5550952955373    All      -1.3769201058065088        0.3310555502103796         -0.21662692072558654       0.546676797354229         
Zeropoint     AB|PS|PS_g                3036.0324402686256    All      -0.21382512980392748       0.019578194890712552       0.09212099776857853        0.08013807862831769       
Check         All|All|All               All                   All      0.9853699237862539         0.9992993790021387         0.01044872661418185        0.005003560508803809      
Lambda        AB|PS|PS_i                4669.912243806434     All      -0.00046046629493859165    -0.00015410137366911921    -0.0014136992368607075     3.6706229908650004e-05    
Lambda        AB|PS|PS_z                5366.8686585944015    All      -2.970183399324986e-05     -6.393410432993014e-06     -0.00015102875622728535    8.526006374979659e-07     
Lambda        AB|PS|PS_r                3855.5550952955373    All      -0.0015410757200329463     0.0003412061649126341      -0.0008337777601618563     0.0005759134631281454     
Lambda        AB|PS|PS_g                3036.0324402686256    All      -0.0006237737406872306     5.620899870291451e-05      0.00023898223121998944     0.00023215742836067872    
MWEBV         All|All|All               All                   All      -0.299634625415792         -2.0959446435051987        0.10000694582842269        -0.5806544190589293       
Redshift      All|All|All               All                   All      2.3934689401345137         -0.07550955750748045       -2.794625816885718         -0.9289388386173738       
