#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_i
@MAGSYS  Linear_AB11_off
57813.7891  15.587  0.035
57813.79096  15.599  0.036
57814.79046  15.624  0.035
57814.79233  15.624  0.035
57815.78549  15.631  0.035
57815.78734  15.648  0.034
57817.83529  15.705  0.033
57817.83715  15.706  0.036
57819.82006  15.796  0.037
57819.82156  15.774  0.036
57822.77609  15.898  0.036
57822.7776  15.892  0.038
57825.79442  16.093  0.037
57825.79595  16.068  0.042
57829.78344  16.451  0.035
57829.78495  16.438  0.038
57834.02448  16.606  0.037
57834.02601  16.608  0.078
57838.79457  16.502  0.037
57838.79609  16.504  0.037
57842.74263  16.406  0.036
57842.74414  16.359  0.037
57847.40941  16.317  0.037
57847.41091  16.308  0.038
57851.00751  16.356  0.043
57851.009  16.414  0.045
57854.73198  16.625  0.037
57854.73348  16.591  0.038
57859.38648  16.926  0.055
57859.388  16.915  0.049
57862.98682  17.132  0.041
57862.98832  17.12  0.04
57866.72376  17.272  0.044
57866.72527  17.332  0.046
