#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_g          3652.0136895189758    All      -0.4626339789835508        0.3465650198309689         0.6064603729869472        0.29064627684486366       
Zeropoint     AB|DECam|DECam_r          4853.79749836268      All      -0.2938946170677789        0.582992047073283          -1.0540752669607245       0.23859229725323866       
Zeropoint     AB|DECam|DECam_i          5896.757709559138     All      1.0089173933895503         0.03897969589310435        -0.807616742835951        -0.3519808440602512       
Zeropoint     AB|DECam|DECam_z          6910.132773404872     All      0.7402985399959919         0.0318900867885219         1.261966234202544         -0.17443618212433926      
Check         All|All|All               All                   All      0.9926873373342127         1.0004268495858781         0.006734597392815678      0.0028215479135118016     
Lambda        AB|DECam|DECam_g          3652.0136895189758    All      -0.0009072379654758661     0.0005291952372588318      -5.642959386198678e-05    0.0004653753577770703     
Lambda        AB|DECam|DECam_r          4853.79749836268      All      -0.00025363126057391947    -2.0800586796296548e-05    -0.0021890694511089524    -2.184750521964287e-05    
Lambda        AB|DECam|DECam_i          5896.757709559138     All      -0.00013330440291939126    -3.172842215521832e-06     0.0001263922640232843     4.802843676712032e-05     
Lambda        AB|DECam|DECam_z          6910.132773404872     All      -0.0005699819751770407     -3.742141167520715e-05     -0.0011172017898911583    0.00012361691149405371    
MWEBV         All|All|All               All                   All      -0.4522302797105535        -2.7784087353854403        0.15600797618305629       -0.750750932553032        
Redshift      All|All|All               All                   All      6.628967200302688          -0.34763053493431784       7.318483461937955         -1.9459171012871355       
