#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_r 5634.678350298418 All 0.6017104930651496 0.15398820836862903 -1.2799388121827735 -0.20295566839269075
Zeropoint AB|SDSS|SDSS_z 8123.905861331793 All 0.10825039386473749 -0.0027863895801090166 0.14899775605952792 -0.029519247838661625
Zeropoint AB|SDSS|SDSS_u 3279.3247345376067 All -0.07186023133048916 0.05520189737647918 0.20642896868969451 0.050600292318389736
Zeropoint AB|SDSS|SDSS_g 4312.140348882538 All -0.5671802961808747 0.809386312653201 1.9678205224773029 0.5362078242389141
Zeropoint AB|SDSS|SDSS_i 6833.032341212175 All 0.6094708591968631 0.0395389232760337 1.1640799260736392 -0.13369804105822175
Check All|All|All All All 0.6803912186153863 1.055328952094234 2.207388361117391 0.22063515926772975
