#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint VEGAHST|NICMOS2|F110W_faint 5204.012361847068 All 3.5209825544235773 1.0246882496465268 5.599752140112173 -0.5632339614272583
Zeropoint VEGAHST|ACSWF|F775W 3466.708514941391 All 3.0773493927094306 1.5038745791324164 20.678214688464095 0.41024123737542895
Zeropoint VEGAHST|ACSWF|F850LP 4071.881939434301 All -1.2839589609537398 -0.883658817331332 -3.3999559916298714 -0.021333494212014525
Check All|All|All All All 5.3143729861792695 1.6449040114476112 22.878010836946398 -0.17432621826384392
