#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          6473.114879399175     All      0.7693582729960546         0.061916419534213674       0.3892182345286189         -0.21306806362586977      
Zeropoint     AB|DECam|DECam_r          4546.828525374424     All      -0.3039279914320334        0.3808223617426165         -1.2425497257644906        0.16759643021006992       
Zeropoint     AB|DECam|DECam_i          5523.828748539534     All      1.0008807922623117         0.3022141068560913         0.538875648914526          -0.20353117964329978      
Zeropoint     AB|DECam|DECam_g          3421.0491937836564    All      -0.47184036713086075       0.2544137235426902         0.32341080205969064        0.2509971891061005        
Check         All|All|All               All                   All      0.9944707066954722         0.9993666116756117         0.008954959738344925       0.0019943760470008953     
Lambda        AB|DECam|DECam_z          6473.114879399175     All      -0.00016347218161800515    -2.7347974490406125e-05    -0.00026428355257949917    3.254637147368327e-05     
Lambda        AB|DECam|DECam_r          4546.828525374424     All      -0.0003600019874043889     -0.0002509457043121951     -0.00272367514285554       -8.602189298990722e-05    
Lambda        AB|DECam|DECam_i          5523.828748539534     All      0.00010984980958853987     3.4366834285441766e-05     9.56977802754343e-06       -2.416023313137611e-05    
Lambda        AB|DECam|DECam_g          3421.0491937836564    All      -0.00073733261392208       0.0003162141943016489      -0.00018330889693646805    0.0003349946219359716     
MWEBV         All|All|All               All                   All      -0.47045704793898735       -2.486947836240816         0.17870025783869486        -0.6488628185595855       
Redshift      All|All|All               All                   All      3.196534159883317          0.23489391909343738        -5.921176048470062         -1.2289385535603512       
