#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B           4457.010681288698     All      -0.2754550133101279        0.15387281277481346        -0.09102196786151918       0.1357843050449229        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I           7895.066307871801     All      0.11996358304019687        -0.03648292261735353       0.022154578767038146       -0.04997111673174794      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R           6372.010911705068     All      0.4020373705286893         -0.10779763651718177       -0.11569072630313007       -0.17123278063498368      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5377.4352013862335    All      0.23598465799922588        0.20854852726048811        0.04335009327751559        -0.007002334840299064     
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I           8230.770928175962     All      0.08233639762518866        -0.03378335768244867       0.013641170050153464       -0.037215281762464594     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4402.031099065526     All      -0.32354960089357165       0.16905901915964527        -0.021530745298107428      0.15949801561803786       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7610.740542283435     All      0.1458193008190083         -0.040616835469653445      0.06673101639865356        -0.05775048437851669      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V           5387.209375979437     All      0.16340822168077151        0.11630816398997545        0.0922812728782067         -0.011223948959766045     
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B           4423.818660949441     All      -0.19515564013575432       0.12862253828815895        -0.0045136440807263135     0.10526378149343772       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R           6373.245257001452     All      0.2899051541826031         -0.03397154488820053       0.17164118816328913        -0.09783773820600423      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4808.806601492573     All      -0.1775951672686506        0.28042944441053486        0.11684358330237257        0.1544078770656712        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V           5390.342282558672     All      0.18343556874427203        0.21786064791626814        -0.2252284231609028        0.0011624707488444384     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3597.4460554478856    All      -0.1674799703148862        0.09629051974147096        -0.05498752327250337       0.08346488578763003       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6224.774961334501     All      0.5119819977394083         -0.12163590059453          -0.01344101746597655       -0.20699000577419452      
Check         All|All|All                              All                   All      0.9956368604363733         0.9967034757719873         0.0002288553943634638      0.00035764447056735316    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B           4457.010681288698     All      -0.00021620886739294324    0.00014726632108023072     -0.00019984991997172124    0.00010947744281337074    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I           7895.066307871801     All      1.5059468763353925e-06     1.2635749596108313e-05     2.58752294865611e-05       4.7800355568181735e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R           6372.010911705068     All      -7.672985833966943e-05     1.138932970637534e-05      -0.00017952562827135412    2.0691914323410182e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5377.4352013862335    All      1.1154882438754401e-05     0.00014271775392928112     -0.0007492487875843532     9.418823319697172e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I           8230.770928175962     All      2.0120863728539226e-06     -2.9108830518779894e-07    7.011581141831418e-07      -7.189302985011828e-07    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4402.031099065526     All      -0.00023341904700304703    0.00010836544382349609     -0.000208949414357605      0.0001020060003451307     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7610.740542283435     All      -4.1398284552537273e-05    3.999992387572495e-06      -4.6436081693009976e-05    1.2715483305591988e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V           5387.209375979437     All      2.6972122684531972e-05     9.49565595907428e-05       -0.0002956642416900811     8.950630552009682e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B           4423.818660949441     All      -0.00013245049703034694    0.0001261158113921965      -8.116240315229472e-05     8.060164794484662e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R           6373.245257001452     All      -8.061369158914813e-05     1.5439831860018558e-05     -9.66327212694506e-05      2.697551812223191e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4808.806601492573     All      -0.00017008484754488592    0.00015045987307625566     -0.00036214575678016286    8.825105926457958e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V           5390.342282558672     All      1.768116319196959e-05      0.00018838289500149735     -0.0007632404853747837     2.1543252545010553e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3597.4460554478856    All      -0.0004007480228302283     0.00022209060897455946     -0.00016296061378703498    0.0001956068494188808     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6224.774961334501     All      -0.00010145691417734233    7.424694132960386e-05      -0.00029805982832831136    4.393148502474513e-05     
MWEBV         All|All|All                              All                   All      -0.9629715672186774        -4.081757736455027         -0.009544111739066094      -1.0163171702099683       
Redshift      All|All|All                              All                   All      7.353479800212904          -4.362487004885995         6.379093975425073          -3.531606166275461        
