#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_r                6051.388368441365    All      1.2314908258876474         0.08222845495939879        0.2383459394307362        -0.36371627922678756      
Zeropoint     AB|PS|PS_i                7329.541903912546    All      0.6154462987911615         -0.1897539649709401        -0.2189303948585658       -0.2720500742207574       
Zeropoint     AB|PS|PS_z                8423.432105846028    All      0.3128118049962393         -0.08152756527790572       0.09111711628861027       -0.12438316786404086      
Zeropoint     AB|PS|PS_g                4765.127443690165    All      -1.1602787936547634        1.1878172277873134         -0.10759484077262002      0.760050660669781         
Check         All|All|All               All                  All      0.9994701360202852         0.9987641524978663         0.002937820088160653      -9.886064180486542e-05    
Lambda        AB|PS|PS_r                6051.388368441365    All      -0.00024632318325023915    -4.0013021785317966e-05    -0.000912768687262386     2.6469332674258733e-05    
Lambda        AB|PS|PS_i                7329.541903912546    All      -6.429845296207257e-05     -0.00010446643381542187    -0.0013930444115653993    -7.524920691785312e-05    
Lambda        AB|PS|PS_z                8423.432105846028    All      0.00031412561171568847     -8.131937934592534e-05     0.0001178742228220241     -0.000123549258154722     
Lambda        AB|PS|PS_g                4765.127443690165    All      -0.0003370575682956988     4.996012394887236e-05      -0.0002833098374709344    0.00011342157801662969    
MWEBV         All|All|All               All                  All      -0.6996270488776748        -4.040582434202911         -0.01681685546564629      -1.0890095421902377       
Redshift      All|All|All               All                  All      6.220733338357891          1.0079713069520047         4.583163938047388         -1.4934425315613662       
