Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53645.151387805614 0.30965181864365454
Redshift 0.249841 0 F
Color -0.057051220406311234 0.02856805830090842
X0 7.182106562427999e-05 2.3803894412352886e-06
X1 0.6902638656032882 0.34372853723045155
RestFrameMag_0_UX 20.522879063191827 0.0
RestFrameMag_0_B 21.002454691059977 0.03598491578074571
RestFrameMag_0_V 21.031097945102086 0.0
RestFrameMag_0_R 21.08396385793959 0.0
CovDayMaxDayMax 0.09588424878932274 -1
CovDayMaxRestFrameMag_0_B -0.0004491015857156391 -1
CovDayMaxX1 0.002408493838651734 -1
CovDayMaxColor -0.0003114423030685206 -1
CovRestFrameMag_0_BDayMax -0.00044910158571563884 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.001294914163747362 -1
CovRestFrameMag_0_BX1 0.008445125264594316 -1
CovRestFrameMag_0_BColor 0.00045282168026266776 -1
CovX1DayMax 0.0024084938386517356 -1
CovX1RestFrameMag_0_B 0.008445125264594318 -1
CovX1X1 0.11814930730658593 -1
CovX1Color 0.001297327935502886 -1
CovColorDayMax -0.0003114423030685209 -1
CovColorRestFrameMag_0_B 0.0004528216802626669 -1
CovColorX1 0.0012973279355028731 -1
CovColorColor 0.0008161339550841024 -1

dmu_estimate 0.0982180854973084
FirstPhase  -13.561514469129179
LastPhase  43.22744348632085
LatestNegPhase  -0.7625784444701414
EarliestPosPhase  7.262761578783172
NightsNegPhase  4
NightsPosPhase  12

salt3source   1
salt2_version   salt3-f22
