#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_z            7158.825564909098    All      0.1417556482117815         0.01426058826510257        0.18203995070392984        -0.0334057285668536        
Zeropoint     AB|SDSS|SDSS_g            3799.879158618869    All      -0.9885447942165261        0.5199892941572415         0.16455731635879367        0.4987226191253819         
Zeropoint     AB|SDSS|SDSS_r            4965.306111701223    All      0.5682975242455384         0.3406355875142708         -0.6721042017399105        -0.10414990630932747       
Zeropoint     AB|SDSS|SDSS_i            6021.301507560953    All      1.2765949747470509         0.12400163326020675        0.32779908388856804        -0.3608094029296776        
Check         All|All|All               All                  All      0.9981033529878445         0.9988871031968216         0.0022921492113811004      0.0003575813195232369      
Lambda        AB|SDSS|SDSS_z            7158.825564909098    All      -3.8791318018746274e-05    -4.3956863136581394e-06    -5.672887672222006e-05     8.672239607213025e-06      
Lambda        AB|SDSS|SDSS_g            3799.879158618869    All      -0.0013613556326931707     0.0006179929771103353      -0.0005477040953336204     0.0006202974425872313      
Lambda        AB|SDSS|SDSS_r            4965.306111701223    All      -0.0002690680595604209     -8.912849226220474e-05     -0.0019569187210740947     -2.8716057813985286e-05    
Lambda        AB|SDSS|SDSS_i            6021.301507560953    All      -9.188146644701899e-05     -2.019301862590955e-05     -0.00023340120450095073    1.2935662151296156e-05     
MWEBV         All|All|All               All                  All      -0.5542618816876548        -3.0556645990039044        0.06861166093587581        -0.8117273354293273        
Redshift      All|All|All               All                  All      5.048059076833332          0.5196369462009187         8.506240332110734          -1.0954616303365612        
