#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_i          4486.9271805993985    All      0.44795287993971356       0.4470514984564744         0.08894471357396294       0.0036755844548513883      
Zeropoint     AB|DECam|DECam_r          3693.323856468425     All      -1.404854385907513        0.25988911734415865        -0.3560623007537289       0.5263723022958994         
Zeropoint     AB|DECam|DECam_z          5258.018743466244     All      1.9516697055205636        0.2919323770544935         0.2665625359051904        -0.5287355899176088        
Check         All|All|All               All                   All      0.994768199552764         0.9988729928551265         -0.0005550512745755576    0.001312296833141935       
Lambda        AB|DECam|DECam_i          4486.9271805993985    All      -0.0002932567544285924    -0.00031328425515975795    -0.0023080636278697197    -0.00010952189503235087    
Lambda        AB|DECam|DECam_r          3693.323856468425     All      -0.002165796034137542     0.0003451566837873835      -0.0010411506194032243    0.0007714381378067375      
Lambda        AB|DECam|DECam_z          5258.018743466244     All      0.0006144556683866363     -1.0720487090633077e-05    -0.0010428367086120934    -0.00025017745425313557    
MWEBV         All|All|All               All                   All      -0.10876066751589963      -1.8578803185732795        0.00044266687355687395    -0.5697260604871995        
Redshift      All|All|All               All                   All      3.531890998992824         0.5308563465316496         1.9042276690401538        -0.8925587823461478        
