#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3009      5284.825790968478     All      0.10746074041083799        0.02775609807308399        0.3281117328033184         -0.011320304541921622      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6295.088005024531     All      0.32063242170796           -0.027861580254562313      -0.02881507551558138       -0.11480184602871563       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5305.990369571203     All      0.14604390793415656        0.08689109142085982        0.058929041019789574       -0.016638285958822663      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8056.655649593607     All      0.015825213263950616       -0.0020226144326507267     0.011367107566773171       -0.005306362853405022      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6136.106905212365     All      0.2931749254798736         -0.031805462998057976      0.03918701547896419        -0.10410806754309887       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5273.247334092311     All      0.03094524855289465        0.010731069843927799       -0.02058330066289915       -0.0075029612051413785     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4707.080200846272     All      -0.26848749461261145       0.29614164367472995        0.14309193306443202        0.1903038218622699         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6093.094899288914     All      0.45215485935077454        -0.0397516726537539        -0.1713345340711131        -0.16787601406262898       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7449.741503274659     All      0.17375052230258192        -0.03742230926508938       0.023974280039745777       -0.06771607661310297       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7783.797551687213     All      0.11432280521511971        -0.024480211004540564      0.020964987767291277       -0.04427713775099068       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7475.7592414505       All      0.12149115407365471        -0.023610321545408652      0.05669828944246391        -0.04473414005389115       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4330.236367714641     All      -0.06609398641103711       0.02644046604487471        -0.03215839936789866       0.02870643379234844        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5263.679924229538     All      0.055466314979829276       0.04902950523746341        -0.6121825242403789        -0.029415575102051394      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4304.811921112671     All      -0.25347061427048634       0.1551994494972675         0.04265396533748578        0.13502073518533858        
