#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3009      5284.825790968478     All      0.11698115526434674        0.02861410946755072        0.3538025520793514         -0.012995471062516249      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6295.088005024531     All      0.30909565972993025        -0.022524737939733086      0.02975805149775108        -0.10669170834347605       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5305.990369571203     All      0.13756832993057558        0.08533344048151648        0.07211200471145746        -0.013796594398563329      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8056.655649593607     All      0.01537693454504292        -0.0016545767301145986     0.012431705402574548       -0.0049929536270373965     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6136.106905212365     All      0.2977342773512043         -0.029520657059567412      0.06947471134631608        -0.1034973612235591        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5273.247334092311     All      0.03160576037174005        0.012820760580911639       -0.020313858510789835      -0.007025406647168282      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4707.080200846272     All      -0.2731333840725323        0.294082448078381          0.024007575474290457       0.18583220520875932        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6093.094899288914     All      0.4440622782415729         -0.03458418714661349       -0.1031352542766976        -0.16051335349319024       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7449.741503274659     All      0.1637816749838354         -0.032481867869282866      0.06359296937157763        -0.061091630634922525      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7783.797551687213     All      0.10181609210179908        -0.02033190748411684       0.04079925667819189        -0.03796693857361682       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7475.7592414505       All      0.11808542358597796        -0.02239919169362281       0.06411153485456565        -0.04289945765619716       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4330.236367714641     All      -0.06372971438599895       0.025262000954917596       -0.039385866985735325      0.02722991907617942        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5263.679924229538     All      0.04222929022863131        0.054511053287775724       -0.6112645748852765        -0.02327735625411677       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4304.811921112671     All      -0.22816948031691792       0.1420122879875585         0.019474762710961997       0.12144944977064437        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4305.857990706675     All      -0.10344463483358124       0.05743606981463145        0.007695112972067476       0.052747535871461214       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5264.29528743069      All      0.1212254825919813         0.16339546181578513        0.03454039045752613        0.01527752857214492        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4308.909704018776     All      -0.3234216244671061        0.1932031711309179         -0.07312191129638564       0.1650185973128401         
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6238.424426355106     All      0.11309478796912265        -0.013071158960897833      0.01404882148028301        -0.040469465272710656      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5325.029042689784     All      0.11569521615948689        0.04950245441488477        0.04370382710181449        -0.019610859098258483      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3521.3450039673885    All      -0.1414230577175155        0.0667825266452482         -0.001660874837406997      0.06774529137134819        
Check         All|All|All                                All                   All      0.9950304672615954         0.9963874997761302         0.0006709353464373353      0.00047197089804451586     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3009      5284.825790968478     All      4.224738569876762e-05      9.83283480228118e-06       0.00012492749059430793     -4.9835455000215825e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6295.088005024531     All      -7.401458055570376e-05     5.144766537370836e-07      -8.418504715368969e-05     2.0519773859734646e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5305.990369571203     All      3.7783322470727476e-05     2.0468659949992425e-05     -0.00018936163760297859    -1.4090295398157369e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8056.655649593607     All      8.783388913395713e-07      -9.890323397667844e-08     7.049988230354446e-07      -2.8685905099687097e-07    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6136.106905212365     All      -4.8938986788891374e-05    4.366587819191277e-06      -7.461051242505073e-05     1.403385485532596e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5273.247334092311     All      1.2633392530566286e-05     8.309276458085089e-06      -0.00010314947270464261    -6.0115940824160385e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4707.080200846272     All      -9.721804759914457e-05     -8.899063081889292e-05     -0.0005291689445007269     -2.0934439288712685e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6093.094899288914     All      -6.433368385804227e-05     -1.0310695357093137e-05    -0.00036717082875614113    1.2119169255237112e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7449.741503274659     All      -2.9534247254799485e-05    -3.7139526045591946e-06    -0.00022550769869049176    -1.6528534431130557e-06    
