#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                    
Zeropoint     AB|SDSS|SDSS_z            7226.66074059033      All      0.14674175636149828        0.019918010103125994       0.34700769691644595        -0.02582530676899647     
Zeropoint     AB|SDSS|SDSS_g            3835.8858287011612    All      -0.9369216202540781        0.5864321559787555         0.8903948068456957         0.535940672563744        
Zeropoint     AB|SDSS|SDSS_i            6078.357800089887     All      1.3472762568647092         0.10302021913588533        0.5630632112911815         -0.3801682012318997      
Zeropoint     AB|SDSS|SDSS_r            5012.356065544123     All      0.44176981340028376        0.28956092333203287        -1.7894150674649723        -0.1294328189937955      
Check         All|All|All               All                   All      0.9988662063724134         0.9989313085497997         0.011050647588350948       0.0005143455690522769    
Lambda        AB|SDSS|SDSS_z            7226.66074059033      All      -4.7415028734630167e-05    -1.0325386436480629e-05    -0.00016889412419670064    4.544347649251318e-06    
Lambda        AB|SDSS|SDSS_g            3835.8858287011612    All      -0.0013590702962390437     0.000465426641935693       -0.0013816697552105715     0.0005326411015344914    
Lambda        AB|SDSS|SDSS_i            6078.357800089887     All      -0.00026390961480288514    -5.0161433618116724e-05    -0.0007320541471195933     3.695660033530428e-05    
Lambda        AB|SDSS|SDSS_r            5012.356065544123     All      -0.00010184453740575065    -7.137426487804067e-05     -0.0018274336045138238     -7.16247984660208e-05    
MWEBV         All|All|All               All                   All      -0.5441112898281517        -3.094376345185168         0.14862875368126804        -0.8240726111083656      
Redshift      All|All|All               All                   All      6.108695609769406          1.0406399570406677         12.64261534145945          -1.0866506029149166      
