#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_z            7226.66074059033      All      0.14778775674739802        0.023494886466401965       0.3484642619700159        -0.024935917391239057     
Zeropoint     AB|SDSS|SDSS_g            3835.8858287011612    All      -0.980361376287289         0.5467627092288652         0.3961904439960888        0.5151147154213741        
Zeropoint     AB|SDSS|SDSS_i            6078.357800089887     All      1.253888928993991          0.11905193396515301        0.596006884361749         -0.3430566944206118       
Zeropoint     AB|SDSS|SDSS_r            5012.356065544123     All      0.5774074065417674         0.30965865376266777        -1.3322260451469854       -0.1466657071544745       
Check         All|All|All               All                   All      0.9987227159958674         0.9989681834230879         0.008435545180868198      0.00045639645504871873    
Lambda        AB|SDSS|SDSS_z            7226.66074059033      All      -3.631454932722803e-05     -6.420389398906387e-06     -9.555939717050814e-05    5.473134370020205e-06     
Lambda        AB|SDSS|SDSS_g            3835.8858287011612    All      -0.0012387499068195343     0.00047267474591894713     -0.0010797801524578664    0.0005092816846422651     
Lambda        AB|SDSS|SDSS_i            6078.357800089887     All      -0.00012092411141750562    -2.5524585556630478e-05    -0.0003200780621516857    1.6791150275600715e-05    
Lambda        AB|SDSS|SDSS_r            5012.356065544123     All      -0.0001700545272812457     -5.7490481014718305e-05    -0.0015515924548370388    -3.257463193685568e-05    
MWEBV         All|All|All               All                   All      -0.556139711744053         -3.092467623613615         0.12972817521328425       -0.8203762709659095       
Redshift      All|All|All               All                   All      6.06431088402514           1.097281408970474          11.477294555508314        -1.1057459677361652       
