#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|SWOPE|SWOPE_i 7526.085194190313 All 0.24066653586718328 0.009154150412694406 0.5348367343249265 -0.051543893437125066
Zeropoint Linear_AB11_off|SWOPE|SWOPE_u 3557.4311519863627 All -1.2010098059755019 0.27086606821689685 -4.178802726622962 0.29295762235995215
Zeropoint Linear_AB11_off|SWOPE|SWOPE_B 4353.066681879346 All 13583.736529428692 1.2491506660227678 99144.5948632839 0.10492426945470812
Zeropoint Linear_AB11_off|SWOPE|SWOPE_V-LC-9844 5317.621225822039 All 0.4464142376534621 0.04206299376599887 0.5993484581122175 -0.10496433391729298
Zeropoint Linear_AB11_off|SWOPE|SWOPE_g 4755.317562613877 All 0.22811970184896072 0.10357376178505184 -0.19588503304112237 -0.049310159475746795
Zeropoint Linear_AB11_off|SWOPE|SWOPE_r 6155.535905262958 All 1.0056303401218414 0.0408655850986861 2.922791356832022 -0.18382486616845872
Check All|All|All All All 13584.456350438208 1.7156732253020959 99144.2771520735 0.008238638816036703
