#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                    dc/dP                    
Zeropoint     VEGAHST|ACSWF|F775W       5295.041087889933    All      -2.64928222148885         2.471814163658159         -0.3921092278485783      1.6506115377627864       
Zeropoint     VEGAHST|ACSWF|F850LP      6219.381318451022    All      3.649903764630005         -1.4693406443427648       0.3966578618167357       -1.6498053035517517      
Check         All|All|All               All                  All      1.0006215431411556        1.0024735193153944        0.004548633968157356     0.000806234211034651     
Lambda        VEGAHST|ACSWF|F775W       5295.041087889933    All      -0.0020819667724247       0.0017066676684780126     -0.002279100858925358    0.001132377075970664     
Lambda        VEGAHST|ACSWF|F850LP      6219.381318451022    All      -0.0008820377303163192    0.00042971383929095035    -0.001489311181297231    0.0003608195237034361    
MWEBV         All|All|All               All                  All      -0.374357133987929        -2.4129358298473846       -0.008123167917169449    -0.6643946481642046      
Redshift      All|All|All               All                  All      9.330273072636846         -4.102389417053587        5.5101858499613225       -4.129565807246167       
