#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                    
Zeropoint     VEGAHST|ACSWF|F775W       5295.041087889933    All      -2.599542540419267        2.5392901866890583        -0.07206538933361983      1.670670934452645        
Zeropoint     VEGAHST|ACSWF|F850LP      6219.381318451022    All      3.598683059424669         -1.5357215538278624       0.06905284594110883       -1.6693629880646903      
Check         All|All|All               All                  All      0.9991405190054012        1.003568632861196         -0.0030125433925110023    0.0013079463879546172    
Lambda        VEGAHST|ACSWF|F775W       5295.041087889933    All      -0.0023470905082740847    0.0022786175119892888     -0.00223422375619798      0.0014070421386528503    
Lambda        VEGAHST|ACSWF|F850LP      6219.381318451022    All      -0.0006499733319156577    0.00035388333887850196    -0.0013058634043562835    0.0002687144574584198    
MWEBV         All|All|All               All                  All      -0.3743801824959432       -2.4123895868996215       -0.00936188230084567      -0.6642644893416594      
Redshift      All|All|All               All                  All      9.585167681041568         -5.0628117283423535       7.365169903179081         -4.442655092067879       
