#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6235.779109284257     All      1.0861507740171665         -0.015323555588508952     0.23158763320204057        -0.3484517341553733       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5277.316886719359     All      0.4629403767743765         0.44084832448909594       -1.041407907409908         -0.05366936013043583      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8067.340845906702     All      0.3157250712654646         -0.04864028819540067      0.2829011686331595         -0.10606120500264576      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3578.8930802954455    All      -0.44471798723725936       0.19915654762518997       -0.2230959248519404        0.19977537236408258       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4275.9019222229945    All      -0.4262941025693945        0.4206535857623095        0.7444132446134899         0.3090984699816782        
Check         All|All|All                                All                   All      0.9938041322503536         0.9966946140926858        -0.005601785813158511      0.00069154305730601       
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6235.779109284257     All      -0.00036072606080862307    1.025117878414274e-05     -0.0005882873029966571     9.45869312971413e-05      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5277.316886719359     All      -0.00011920884209783812    9.504854371518506e-05     -0.002859141442205637      -5.779967158604207e-05    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8067.340845906702     All      -4.3405930406562106e-05    3.3962393083821496e-06    -0.0001579399086457678     8.196873690708164e-06     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3578.8930802954455    All      -0.0005697440126361909     0.000196339666387655      0.0004957033391641417      0.0002716596210062975     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4275.9019222229945    All      -0.00019796424338509486    9.863386705391948e-05     -0.00021048700334972553    8.721869413032637e-05     
MWEBV         All|All|All                                All                   All      -1.0713228696057082        -3.8802482627483315       -0.10270267882270812       -0.9195425603066236       
Redshift      All|All|All                                All                   All      6.442579992658317          -0.770198178581083        9.460976822838326          -1.9272392008177686       
