#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5160.840338186171     All      1.3303819355870001        0.2097275009893096        0.07636350174573578       -0.36162626542622955       
Zeropoint     AB|MEGACAMPSF|i           4476.9260822172955    All      1.5780986207831624        0.5836837442160459        0.16827985165437861       -0.3164040836776765        
Zeropoint     AB|MEGACAMPSF|r           3660.162505531877     All      -1.9085099229124154       0.20565761956969908       -0.2441257293698018       0.6777597125597563         
Check         All|All|All               All                   All      0.999970633457747         0.9990688647750545        0.0005176240303125801     -0.00027063654414971605    
Lambda        AB|MEGACAMPSF|z           5160.840338186171     All      0.000452085336497784      5.0025807526399295e-05    -0.0001398163656742385    -0.00013720337819829166    
Lambda        AB|MEGACAMPSF|i           4476.9260822172955    All      -0.0003367697944194085    -0.0002498349140428965    -0.002112288522289674     -6.594418474826494e-05     
Lambda        AB|MEGACAMPSF|r           3660.162505531877     All      -0.0036957732956067165    0.00020615056596364934    -0.0021942955198312047    0.0011730636401802903      
MWEBV         All|All|All               All                   All      -0.16538640375536828      -1.9183732549441501       0.01692605946729143       -0.570250156691128         
Redshift      All|All|All               All                   All      8.042954004011936         0.946576894505391         3.499543532653027         -2.1553549333983972        
