#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5160.840338186171     All      1.4803094647725894         0.24667620869447404       0.09840188421850193       -0.39744371268409795       
Zeropoint     AB|MEGACAMPSF|i           4476.9260822172955    All      1.395967081564187          0.5543360723955004        0.062163698444828164      -0.27137282816994956       
Zeropoint     AB|MEGACAMPSF|r           3660.162505531877     All      -1.8736376781408697        0.19485346841960904       -0.12841713904863106      0.668044950654989          
Check         All|All|All               All                   All      1.0026388681959069         0.9958657495095835        0.03214844361469904       -0.0007715901990584806     
Lambda        AB|MEGACAMPSF|z           5160.840338186171     All      0.0003453876917972777      3.967518940771044e-05     -8.566267923211522e-05    -0.00010340335161054303    
Lambda        AB|MEGACAMPSF|i           4476.9260822172955    All      -0.00036798534927368764    -0.0003416375267759935    -0.002041067189760796     -8.250110179137946e-05     
Lambda        AB|MEGACAMPSF|r           3660.162505531877     All      -0.0030608323721427657     9.697076033637765e-05     -0.001874914797200581     0.0009449315326588482      
MWEBV         All|All|All               All                   All      -0.1727307050695317        -1.9182849575168248       0.015728486062138725      -0.5678825569566059        
Redshift      All|All|All               All                   All      6.885259484804179          1.3275514007236922        3.2058294516792207        -1.6672669215636593        
