#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    3960.046139367146    All      -2.8471608279733376       0.38276643478258876       -0.4216010413346037       1.0332794527990508        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4742.159167403098    All      3.839107846497714         0.6190732896250495        0.42649555135473166       -1.029838653529989        
Check         All|All|All                            All                  All      0.9919470185243764        1.0018397244076382        0.004894510020127973      0.0034407992690617117     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    3960.046139367146    All      -0.001369535320048504     0.0001347966607253757     -0.0016676569041643326    0.0004155905488284581     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4742.159167403098    All      -0.0005786395410340075    -9.637234737466953e-05    -0.0006507490806264855    0.00012805034840830928    
MWEBV         All|All|All                            All                  All      -0.1068096931812117       -1.9828989330489932       0.0365438507156495        -0.6094732027100123       
Redshift      All|All|All                            All                  All      1.632426848564724         -0.3813789877654017       -1.8917366067421906       -0.7403823294637804       
