#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    3960.046139367146    All      -2.848951877268558        0.4124274032616171        -0.09140460270667394      1.0582595602473488        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4742.159167403098    All      3.8404473595575404        0.5897724071683541        0.09939796267435796       -1.05441610146671         
Check         All|All|All                            All                  All      0.9914954822889825        1.0021998104299712        0.007993359967684022      0.003843458780638853      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    3960.046139367146    All      -0.0014010934775657324    0.00013755959120826218    -0.0016349316403767183    0.0004282304345414932     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4742.159167403098    All      -0.00058809909036409      -9.425599904099011e-05    -0.0004929701460967528    0.00013886194830874425    
MWEBV         All|All|All                            All                  All      -0.10755318316178752      -1.9827263218854085       0.03736866232797453       -0.6091379908744914       
Redshift      All|All|All                            All                  All      1.631468353225423         -0.2792150386397907       0.202768112455598         -0.6133238307683377       
