#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K1_R
@MAGSYS  Linear_AB11_off
51106.28  15.387  0.013
51107.29  15.253  0.01
51108.26  15.153  0.012
51109.26  15.135  0.01
51112.32  15.004  0.01
51113.29  15.033  0.011
51114.27  15.014  0.01
51116.26  15.026  0.01
51117.21  15.057  0.011
51127.23  15.751  0.032
51129.25  15.729  0.015
51132.18  15.712  0.014
51135.25  15.727  0.015
51138.19  15.791  0.021
51142.2  16.128  0.015
51154.23  16.718  0.029
51158.19  16.749  0.047
51163.2  16.913  0.052
51165.26  17.071  0.021
51168.1  17.018  0.039
