#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3624.8832539702553    All      -1.7801694913453399       0.16140473861128157       -0.23328581792524714      0.622024127980737          
Zeropoint     AB|MEGACAMPSF|i           4435.3294898223285    All      1.4084440162866243        0.6355867285629202        0.170595592356385         -0.2441321470914917        
Zeropoint     AB|MEGACAMPSF|z           5111.835528123911     All      1.371192906008595         0.20184740378006438       0.06454315507069763       -0.37801403582535675       
Check         All|All|All               All                   All      0.9994674309498797        0.9988388709542662        0.001852929501835493      -0.00012205493611139318    
Lambda        AB|MEGACAMPSF|r           3624.8832539702553    All      -0.002755448925247568     0.00015344949356419602    -0.0019106210923700013    0.0008622616707352032      
Lambda        AB|MEGACAMPSF|i           4435.3294898223285    All      -0.0005069562716287699    -0.0002151398098727633    -0.0025072250806238783    -1.6831718009597635e-05    
Lambda        AB|MEGACAMPSF|z           5111.835528123911     All      0.0004440300597415818     6.104173418476229e-05     -8.342329528452124e-05    -0.00012847469609472277    
MWEBV         All|All|All               All                   All      -0.20161799364904143      -1.8903399401823506       0.0057060192291857        -0.5498176618563227        
Redshift      All|All|All               All                   All      7.7053962580421915        1.033919947128581         4.255816641771574         -1.983201769052412         
