#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6295.856561257828     All      0.09760216680460146        -0.004221551266070378      -0.3865612282948061        -0.05041778708373299       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6199.320248330583     All      0.6415080054166017         -0.011984397797171198      -0.16477697951704534       -0.22021721479075182       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7800.709337247438     All      0.045173910485944026       -0.039392661825843334      -0.03395580466194747       -0.02906140636823263       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4403.743234312665     All      -0.04155058538041966       0.062497838854103094       -0.06456047359132426       0.03101095744381477        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5367.8430610131245    All      0.06052705411575482        0.38537401652725123        -0.3398377191145685        0.09064794621915327        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4345.284425211332     All      -0.4647553843067559        0.27069065480134213        0.228920294561026          0.24977463174689205        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4335.981869814027     All      -0.5436870257074923        0.36491378879510705        -0.36415831885968          0.2797104641103659         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7856.978397700196     All      0.18063014112606635        -0.07499076038275376       0.08643377607503347        -0.079406994849036         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7547.61260585526      All      0.2515838970405545         -0.10537113657012043       0.0417543777907628         -0.11440869180890569       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6354.272466449022     All      0.5709295233216262         -0.1779185596836541        0.4515323639562526         -0.22377464141474712       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5355.875642357852     All      0.23185004586075952        0.19392208010344802        0.7754367767049514         0.022249795651878453       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5325.920231042332     All      -0.03268177426420345       0.13260153057874646        -0.22596530448618263       0.04375441632845045        
Check         All|All|All                                All                   All      0.997129974513037          0.9961208421343848         0.004261760562472017       -0.00013852481485132628    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6295.856561257828     All      -1.2215572014036644e-05    9.055885162101514e-07      4.6520579431234705e-05     6.349993456783697e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6199.320248330583     All      -0.00011791772880712542    -2.0812638494193996e-05    -0.00017066720077770544    2.4014229252894392e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7800.709337247438     All      -1.0536782335855328e-05    9.181613705457883e-06      8.057964948294435e-06      6.782520273364674e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4403.743234312665     All      -3.9957091616963836e-05    6.040872567223236e-05      -6.216143121334292e-05     2.991846945047825e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5367.8430610131245    All      -9.394458553273115e-05     0.00031726366689878216     -0.0010487100521292094     8.714494309114385e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4345.284425211332     All      -0.00033701837146502396    0.0002028159497988271      -4.49973348882529e-05      0.0001738337740665018      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4335.981869814027     All      -0.0005201843888011287     0.00039849535341261776     -0.0004666559278252076     0.00027841950491911825     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7856.978397700196     All      -5.029153640890319e-06     1.2331840074730465e-05     3.3102618553530034e-05     7.132264644121955e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7547.61260585526      All      -3.994998119112535e-05     -2.1773942719839803e-05    -7.32471072429678e-05      2.6518517195436332e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6354.272466449022     All      -0.00014123604605221585    5.0110685234993435e-05     -0.0003169066321856457     4.818583800579017e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5355.875642357852     All      -1.3809446603328676e-05    0.0001237104396385214      -0.0003730034794371948     2.814931907457798e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5325.920231042332     All      -3.4060912874082474e-05    0.00014287554547562205     -0.0002470868838989715     4.660767272167603e-05      
MWEBV         All|All|All                                All                   All      -0.8390688859038389        -4.087765529893073         0.016329454182300418       -1.057478667350573         
Redshift      All|All|All                                All                   All      7.7878176805972315         -3.673096239741813         5.542709357616314          -3.4858510548357033        
