#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6295.856561257828     All      0.10579038702327084        -0.05232264983252577       -0.40565771092495595       -0.06960525838844156       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6199.320248330583     All      0.6210262329052724         -0.06616762168203394       -0.2749205198013138        -0.23611008657983268       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7800.709337247438     All      0.03787034569156631        -0.03378562433429266       -0.044841374565685044      -0.02534177144669636       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4403.743234312665     All      -0.044953949581449784      0.0634005906379187         -0.07685229755192147       0.03186507343803102        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5367.8430610131245    All      0.1529117989896146         0.3683918975504241         -0.20547713203007412       0.061019456505762015       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4345.284425211332     All      -0.5171815716014562        0.3026748922501987         -0.0524045364563408        0.26471564897626587        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4335.981869814027     All      -0.6406360914671189        0.334494123493112          -0.48020518683844493       0.2962026398577733         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7856.978397700196     All      0.17442913810156596        -0.07036132761681912       0.07332006302054328        -0.07646437038585363       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7547.61260585526      All      0.19784027081516636        -0.056393772421614585      0.09158361503571744        -0.07872543582309044       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6354.272466449022     All      0.5774397762217418         -0.18719356391887487       0.519802594058838          -0.2258698321676078        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5355.875642357852     All      0.3407154695920745         0.29635570006885104        1.0803954497090373         0.033763650516910326       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5325.920231042332     All      -0.014233556231743355      0.1042324449740839         -0.23253015974451507       0.028211520951409996       
Check         All|All|All                                All                   All      0.9910182504585047         1.0033250891684276         -0.007787196089115156      0.0036612354546300407      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6295.856561257828     All      -1.2146563264928689e-05    -2.069332482147812e-06     7.322701656400629e-05      6.5502710267263e-06        
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6199.320248330583     All      -0.00023069467921249274    -3.2573622947633e-05       -0.0003518819755021629     4.8831669583408285e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7800.709337247438     All      -1.0577875635253437e-05    7.4823925920979415e-06     6.868753198055164e-06      6.18934443501138e-06       
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4403.743234312665     All      -2.9685079619079624e-05    4.4830748759927e-05        -4.9703671121267156e-05    2.2054210239541704e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5367.8430610131245    All      -0.00012608117739822702    0.00011174101889941563     -0.0012300118019394938     2.257673597131336e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4345.284425211332     All      -0.0002146923296549325     0.00013457676316118374     -0.00017595782566619757    0.00010591624452763753     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4335.981869814027     All      -0.00039939918556287094    0.00026175431932376155     -0.00045857183936753545    0.00019489549279911407     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7856.978397700196     All      -1.599134419659129e-06     1.3163260121660149e-05     5.7513989236691446e-05     7.375182757897723e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7547.61260585526      All      -5.115767175161779e-05     -1.0221310622685513e-05    -9.889713328392982e-05     8.920994745613644e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6354.272466449022     All      -0.00020906540890965617    6.0302470068129406e-05     -0.0004968592985602064     6.556943162053332e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5355.875642357852     All      -4.200097081487018e-05     1.9650248425266906e-05     -0.0007076525127630474     -1.1497451142801441e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5325.920231042332     All      -4.133390391182437e-06     9.510835685662259e-05      -0.0002490369283919787     2.1212927706222785e-05     
MWEBV         All|All|All                                All                   All      -0.8638773400539215        -4.06262005135245          0.02499815422889462        -1.0408201837684594        
Redshift      All|All|All                                All                   All      7.561730441774002          -1.951093078503252         7.054863230668396          -2.7838134389823077        
