#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          7058.555385905131     All      0.4149048566010568         0.030870703466945315       0.43001309196626414        -0.10590304870838219      
Zeropoint     AB|DECam|DECam_g          3730.4552231999605    All      -0.8651576022494957        0.4571527132261721         0.10185364284758819        0.4352652327510708        
Zeropoint     AB|DECam|DECam_i          6023.414058030798     All      0.965212333635638          0.10139863568721097        0.16286156083847778        -0.27410477658422006      
Zeropoint     AB|DECam|DECam_r          4958.052123979553     All      0.4824372632031867         0.40912863193032223        -0.6926172390983548        -0.05478735929294435      
Check         All|All|All               All                   All      0.9973968511903859         0.9985506843106506         0.0021110565539753656      0.00047004816552422696    
Lambda        AB|DECam|DECam_z          7058.555385905131     All      -0.00024164234494371912    -1.8288312670341565e-05    -0.00028918316803221736    5.984883982181231e-05     
Lambda        AB|DECam|DECam_g          3730.4552231999605    All      -0.0014409860344340706     0.0005727219800714924      -0.0014071127950446233     0.0005931379679428175     
Lambda        AB|DECam|DECam_i          6023.414058030798     All      -9.588313122037082e-05     -1.4127258713767623e-05    -0.0001308268311849577     2.079237675383192e-05     
Lambda        AB|DECam|DECam_r          4958.052123979553     All      -9.019403535839759e-05     -8.702692391927051e-05     -0.0014654426398150377     -6.436434208975019e-05    
MWEBV         All|All|All               All                   All      -0.4822126384165131        -2.862947375964886         0.175155298751829          -0.7676672513418152       
Redshift      All|All|All               All                   All      5.709054023639904          -0.032229579513654016      4.262778971207696          -1.6798967049179492       
