#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4032.904918902248    All      1.3987065006503219        0.791598326470222          -0.5249298479569197        -0.22118031379485276       
Zeropoint     AB|MEGACAMPSF|z           4645.824386881157    All      1.1074308682849887        0.29930710156200746        0.41178779442874186        -0.24485629931148          
Zeropoint     AB|MEGACAMPSF|r           3298.746700291386    All      -1.508700889423178        -0.09228993783594319       0.11019628739777775        0.46628919966147564        
Check         All|All|All               All                  All      0.9974364795121329        0.9986154901962863         -0.0029457661304000543     0.0002525865551428752      
Lambda        AB|MEGACAMPSF|i           4032.904918902248    All      0.0010618733508420803     0.0005901678304643138      3.8785766697888034e-05     -0.00015191917600656545    
Lambda        AB|MEGACAMPSF|z           4645.824386881157    All      0.00010592364047798102    1.1136325098761162e-05     -0.00015557807000762762    -3.781808174927194e-05     
Lambda        AB|MEGACAMPSF|r           3298.746700291386    All      -0.003925486689844154     -0.00031120191008017777    -0.0002481215486389422     0.001166218934071805       
MWEBV         All|All|All               All                  All      -0.4959728376290047       -1.6769615788929215        0.07451058089931582        -0.38136182139436825       
Redshift      All|All|All               All                  All      3.7826638298619324        -0.015400941483889596      -0.9114613422504669        -1.2778289821609563        
