#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4032.904918902248    All      1.2806705906747138        0.7266925370066346         -1.0190938384494475        -0.22592635489760704       
Zeropoint     AB|MEGACAMPSF|z           4645.824386881157    All      1.0322938180042           0.28740203048940316        0.26839273776116945        -0.23065862620244848       
Zeropoint     AB|MEGACAMPSF|r           3298.746700291386    All      -1.3168240150563812       -0.016697034019053092      0.7373256733952727         0.456397589020352          
Check         All|All|All               All                  All      0.9961403936225328        0.9973975334769847         -0.013375427293005338      -0.00018739207970353       
Lambda        AB|MEGACAMPSF|i           4032.904918902248    All      0.0007926410024587938     0.0004477868567220338      0.0005919410018479632      -8.591473240507786e-05     
Lambda        AB|MEGACAMPSF|z           4645.824386881157    All      -8.125974063102246e-06    -2.0573573258012685e-05    -0.00017603785046279083    -1.1910353325183318e-05    
Lambda        AB|MEGACAMPSF|r           3298.746700291386    All      -0.002199008843442044     4.799586628525775e-05      0.002417229900485464       0.0008397932267406548      
MWEBV         All|All|All               All                  All      -0.5382742777484673       -1.6853626924199006        0.022716975029546393       -0.372630680486119         
Redshift      All|All|All               All                  All      2.282447520539603         -0.13030928789810048       -5.8876753813706495        -1.0486541810050432        
