#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_g                4731.964930774448    All      -1.0812456670689412        1.173388491798466          -0.024402711490085955     0.7333195398675132        
Zeropoint     AB|PS|PS_z                8364.809922220136    All      0.2755474100947076         -0.09917379531101389       0.044401523213254045      -0.12007758850993673      
Zeropoint     AB|PS|PS_i                7278.532559267074    All      0.7905101107276875         -0.15107440941575234       0.3751067299006458        -0.28996576486874637      
Zeropoint     AB|PS|PS_r                6009.274228305996    All      1.0132432840167225         0.0766480094628541         -0.39933078152772566      -0.32290019271112924      
Check         All|All|All               All                  All      0.9980551377701765         0.9997882965345539         -0.0042252399039117705    0.00037599377770081155    
Lambda        AB|PS|PS_g                4731.964930774448    All      -0.0003836337333889341     9.254997913876247e-05      -0.001017761081180508     0.00010969069850357231    
Lambda        AB|PS|PS_z                8364.809922220136    All      0.0002999319786952252      -0.00010266957060695936    -8.430804837535653e-05    -0.0001349028507914034    
Lambda        AB|PS|PS_i                7278.532559267074    All      -1.1476190161599151e-05    5.460022319179142e-05      -0.0013743482482361437    -3.980758848695803e-05    
Lambda        AB|PS|PS_r                6009.274228305996    All      -0.0001853646845931375     5.0762062362711294e-05     -0.0010595215182305174    2.9632670670445575e-05    
MWEBV         All|All|All               All                  All      -0.6773072818784902        -4.0049439353890826        0.02844063803226878       -1.082651558990284        
Redshift      All|All|All               All                  All      7.222211048613467          -0.41719653771075116       16.3555064533559          -1.7585352450209966       
