#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_g
@MAGSYS  Linear_AB11_off
54174.38  17.977  0.008
54179.39  18.141  0.011
54181.36  18.25  0.011
54182.33  18.298  0.011
54185.37  18.493  0.01
54190.37  18.878  0.014
54194.37  19.209  0.032
54199.29  19.599  0.027
54203.39  19.918  0.025
54213.33  20.587  0.042
54227.37  21.216  0.111
54231.38  21.207  0.081
54235.28  21.14  0.046
54243.29  21.405  0.068
54259.2  21.551  0.141
