#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_r          4191.243595629171    All      -0.35387223508142335       0.46988381325050455        -0.4922752532433461        0.24635646209693468        
Zeropoint     AB|DECam|DECam_z          5966.884638522746    All      1.0648849576372832         0.14671579817147062        0.7113091350683165         -0.26733544233272094       
Zeropoint     AB|DECam|DECam_g          3153.505887402547    All      -0.5499743472187313        0.10428068636478827        -0.018179979176113914      0.21230109981641432        
Zeropoint     AB|DECam|DECam_i          5091.837472309803    All      0.8256738926551788         0.27782946425212174        -0.20017452604476071       -0.18738382360625055       
Check         All|All|All               All                  All      0.9867122679923074         0.9987097620388852         0.0006793766040957827      0.003938295974377504       
Lambda        AB|DECam|DECam_r          4191.243595629171    All      -0.00012818588965630921    0.0001783316333956429      -0.0008890706384346367     6.016770214540941e-05      
Lambda        AB|DECam|DECam_z          5966.884638522746    All      -0.0003047210148518456     -4.6851871103883704e-05    -0.00048107603093198705    6.252825000334842e-05      
Lambda        AB|DECam|DECam_g          3153.505887402547    All      -0.0010536407925750431     0.00022604658636986047     2.8619800011757254e-05     0.00041811345001515124     
Lambda        AB|DECam|DECam_i          5091.837472309803    All      -9.587029553683214e-05     -2.3335249774626444e-05    -0.0005798397235107045     -2.2485330158830087e-06    
MWEBV         All|All|All               All                  All      -0.45654780233966474       -2.2278721780860877        0.1256551290296115         -0.571371212726178         
Redshift      All|All|All               All                  All      4.109799770182733          -0.08695687981301603       -1.674452599400511         -1.4417448391249574        
