#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5069.100157089452    All      -1.8724790141001217       1.7682453358007777        1.3040348673703628        1.2440967839513484        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6070.252450207009    All      2.869989454322661         -0.7647927927635578       -1.305425738181687        -1.2422233137515017       
Check         All|All|All                            All                  All      0.9975104402225393        1.0034525430372199        -0.001390870811324163     0.0018734701998466274     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5069.100157089452    All      -0.0002579686912730003    -6.367450189015425e-05    -0.0018464156396225395    -1.910904014509509e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6070.252450207009    All      -0.0007496834716499555    0.00019512783554770277    -0.0002364134335367456    0.00029720608039189713    
MWEBV         All|All|All                            All                  All      -0.4700024991680354       -2.8689378318141223       -0.009619827389251157     -0.7818414491851513       
Redshift      All|All|All                            All                  All      4.00114136467273          -0.6671012080548877       -5.907393642824321        -1.7842200331578337       
