Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53644.92056272042 1.1267541605618658
Redshift 0.314 0 F
Color -0.05677746332315407 0.07220776108010224
X0 2.6941914187028678e-05 2.2126384902741234e-06
X1 -0.8141808996979396 0.9284585534690853
RestFrameMag_0_UX 21.64902435772369 0.0
RestFrameMag_0_B 22.067426709940218 0.08916744742987133
RestFrameMag_0_V 22.10906469291026 0.0
RestFrameMag_0_R 22.136956046684514 0.0
CovDayMaxDayMax 1.269574938343475 -1
CovDayMaxRestFrameMag_0_B 0.03329478343462653 -1
CovDayMaxX1 -0.19349224042245897 -1
CovDayMaxColor 0.0018274544812495524 -1
CovRestFrameMag_0_BDayMax 0.03329478343462656 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.007950833681158868 -1
CovRestFrameMag_0_BX1 0.02002049569548173 -1
CovRestFrameMag_0_BColor 0.005594261085946375 -1
CovX1DayMax -0.1934922404224589 -1
CovX1RestFrameMag_0_B 0.020020495695481814 -1
CovX1X1 0.8620352855099064 -1
CovX1Color 0.007832765732048549 -1
CovColorDayMax 0.0018274544812495767 -1
CovColorRestFrameMag_0_B 0.005594261085946376 -1
CovColorX1 0.007832765732048545 -1
CovColorColor 0.005213960760201127 -1

dmu_estimate 0.19447241346288827
FirstPhase  -2.9215850231531935
LastPhase  45.03701467243221
LatestNegPhase  -2.9090279455236803
EarliestPosPhase  3.159769619163648
NightsNegPhase  1
NightsPosPhase  7

salt3source   1
salt2_version   salt3-f22
