#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_i            6012.358790054716     All      1.240524390489552          0.0019055498443165675      -0.801104123553473         -0.43920850344366813       
Zeropoint     AB|SDSS|SDSS_z            7148.193419247065     All      0.09392982745794468        0.0008916360698663084      0.05184605140006255        -0.02799194864699342       
Zeropoint     AB|SDSS|SDSS_r            4957.9317376006775    All      0.7586771730536501         0.5669262656022411         1.4302303308958266         0.001365031883165875       
Zeropoint     AB|SDSS|SDSS_g            3794.235653501131     All      -1.0966003379205476        0.42925786996796944        -0.6792528028898634        0.4667102846555719         
Check         All|All|All               All                   All      0.996531053080599          0.9989813214843934         0.0017194558525527315      0.0008748644480762735      
Lambda        AB|SDSS|SDSS_i            6012.358790054716     All      -0.00021987316775833287    -1.8406718181902803e-05    -0.00015791528812077012    5.857721664621647e-05      
Lambda        AB|SDSS|SDSS_z            7148.193419247065     All      -3.813725830851402e-05     -9.869328913742706e-07     -3.347550588209862e-05     1.0607225117684768e-05     
Lambda        AB|SDSS|SDSS_r            4957.9317376006775    All      -8.799320132294209e-05     -7.341062170783042e-05     -0.0011118014679990075     -4.4864567264088726e-05    
Lambda        AB|SDSS|SDSS_g            3794.235653501131     All      -0.0017594669761228088     0.0005452633895520219      -0.00182781421687303       0.0006691595498251549      
MWEBV         All|All|All               All                   All      -0.5414742572040563        -3.0525183592136074        0.07281630276941797        -0.8146802177622608        
Redshift      All|All|All               All                   All      4.992564704661705          0.3915602567342802         5.760964205556177          -1.2416131438977942        
