Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54400.922255668745 0.16601453144216657
Redshift 0.123 0 F
Color -0.02232931180346847 0.01827441314570018
X0 0.00018354319729763148 3.98613547836737e-06
X1 -0.7348899584771776 0.17923116307430234
RestFrameMag_0_UX 19.603931443231225 0.0
RestFrameMag_0_B 19.984290612611723 0.023579689520806715
RestFrameMag_0_V 19.99016092932037 0.0
RestFrameMag_0_R 20.000306593183222 0.0
CovDayMaxDayMax 0.027560824649962117 -1
CovDayMaxRestFrameMag_0_B 0.0014520934538534362 -1
CovDayMaxX1 0.007803965009100089 -1
CovDayMaxColor 0.0006476493866710307 -1
CovRestFrameMag_0_BDayMax 0.0014520934538534299 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.000556001757897642 -1
CovRestFrameMag_0_BX1 0.0022943575528522435 -1
CovRestFrameMag_0_BColor 0.00031827013186406286 -1
CovX1DayMax 0.007803965009100085 -1
CovX1RestFrameMag_0_B 0.0022943575528522426 -1
CovX1X1 0.032123809816967164 -1
CovX1Color 0.0011802588482930977 -1
CovColorDayMax 0.0006476493866710289 -1
CovColorRestFrameMag_0_B 0.00031827013186406275 -1
CovColorX1 0.0011802588482930968 -1
CovColorColor 0.0003339541758197396 -1

dmu_estimate 0.0445879297328856
FirstPhase  -13.00599970502748
LastPhase  28.771276341277783
LatestNegPhase  -6.77858652604121
EarliestPosPhase  2.059108042079142
NightsNegPhase  3
NightsPosPhase  10

salt3source   1
salt2_version   salt3-f22
