#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4397.190657812106     All      3.2320808835770247        0.9533812923924856         0.27748015266383375       -0.7298647590454704        
Zeropoint     AB|MEGACAMPSF|z           5073.086889301029     All      0.12615568475868555       0.02000629386156305        -0.11966093747795559      -0.03991626688325811       
Zeropoint     AB|MEGACAMPSF|r           3601.7026556188634    All      -2.3596377198293075       0.027431158746971107       -0.1542690833545135       0.7706625453279187         
Check         All|All|All               All                   All      0.9985988485064029        1.0008187450010197         0.0035501318313646557     0.0008815193991901227      
Lambda        AB|MEGACAMPSF|i           4397.190657812106     All      -0.0012837128397699448    -0.0003853883044863956     -0.0020809449847058676    0.00019975083790841865     
Lambda        AB|MEGACAMPSF|z           5073.086889301029     All      5.460292437096393e-05     8.664381157677974e-06      -4.937448547465648e-05    -1.7167051375672278e-05    
Lambda        AB|MEGACAMPSF|r           3601.7026556188634    All      -0.003101732416949009     -0.00017640229126030096    -0.0028791668503190533    0.0008243922694446247      
MWEBV         All|All|All               All                   All      -0.36209773849975013      -1.9010544236108373        0.008458093842816927      -0.5009113766301698        
Redshift      All|All|All               All                   All      11.555786989904668        2.2710102376070296         3.894656679553654         -2.850556608208074         
