#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4397.190657812106     All      3.3154816043830238        0.9589271206873917         0.5049662202994862        -0.7450730004933559       
Zeropoint     AB|MEGACAMPSF|z           5073.086889301029     All      0.14497422735708915       0.020298607030788673       -0.140802124317803        -0.04689430337388909      
Zeropoint     AB|MEGACAMPSF|r           3601.7026556188634    All      -2.461004671513481        0.021254804345360867       -0.364874951915171        0.7922708819043855        
Check         All|All|All               All                   All      0.999451160226632         1.0004805320635413         -0.0007108559334877973    0.00030357803714053944    
Lambda        AB|MEGACAMPSF|i           4397.190657812106     All      -0.0007840608830144435    -0.00022861162985418976    -0.0019894492869306506    9.214811102630441e-05     
Lambda        AB|MEGACAMPSF|z           5073.086889301029     All      8.849768746658748e-05     1.2608038265437199e-05     -7.744602674088624e-05    -2.817581591682466e-05    
Lambda        AB|MEGACAMPSF|r           3601.7026556188634    All      -0.003958969267842021     -0.00011848607155962867    -0.0024079878340078856    0.0011435142876297431     
MWEBV         All|All|All               All                   All      -0.3404661548661334       -1.9002087691914582        -0.0017795629172842947    -0.5081388972133527       
Redshift      All|All|All               All                   All      12.333310776616178        1.7704845304882255         3.3305244046594664        -3.2920340073907512       
