#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4144.864720855968    All      -2.7982486574664858       0.5865067135914614        -0.3574350133514481       1.0865754964914653        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4963.479601476049    All      3.7926679391650007        0.4152312971063665        0.3551612261426862        -1.084293014357357        
Check         All|All|All                            All                  All      0.994419281698515         1.001738010697828         -0.0022737872087619238    0.00228248213410831       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4144.864720855968    All      -0.0005423195202944634    -7.232407865072417e-05    -0.001578176207739098     8.266622188387064e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4963.479601476049    All      -0.0005790013528348419    -7.399516945099448e-05    -8.931244831545061e-05    0.00016051152376698067    
MWEBV         All|All|All                            All                  All      -0.045457345428921325     -2.1417731918113248       0.024316053802708737      -0.6817539241079584       
Redshift      All|All|All                            All                  All      6.6481058402339706        1.4724864153674133        1.106429167401457         -1.636494667404742        
