Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53340.5287702973 0.7564465017294852
Redshift 0.607 0 F
Color -0.2238548948502871 0.08187846704893471
X0 7.001842218705949e-06 4.3008965162064556e-07
X1 0.5484151499974966 0.6248926551867167
RestFrameMag_0_UX 22.85050586157402 0.0
RestFrameMag_0_B 23.527192177216754 0.06669157794056206
RestFrameMag_0_V 23.728190812696774 0.0
RestFrameMag_0_R 23.86964389966415 0.0
CovDayMaxDayMax 0.5722113099787761 -1
CovDayMaxRestFrameMag_0_B 0.030840363427714977 -1
CovDayMaxX1 0.22557206269588928 -1
CovDayMaxColor 0.014038317097533568 -1
CovRestFrameMag_0_BDayMax 0.03084036342771496 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.004447766568202064 -1
CovRestFrameMag_0_BX1 0.034820972136698825 -1
CovRestFrameMag_0_BColor 0.0010529894594664894 -1
CovX1DayMax 0.22557206269588945 -1
CovX1RestFrameMag_0_B 0.034820972136698825 -1
CovX1X1 0.3904908305063048 -1
CovX1Color 0.014249323996855696 -1
CovColorDayMax 0.014038317097533589 -1
CovColorRestFrameMag_0_B 0.0010529894594664933 -1
CovColorX1 0.01424932399685574 -1
CovColorColor 0.006704083366283488 -1

dmu_estimate 0.25700495911463705
FirstPhase  -12.062769320035663
LastPhase  28.977678719788543
LatestNegPhase  -5.8154139995633845
EarliestPosPhase  2.269962478343995
NightsNegPhase  3
NightsPosPhase  10

salt3source   1
salt2_version   salt3-f22
