#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    4291.310462816036    All      -1.3875677487991718        0.7949545332609276         1.148958059529138         0.7621920313405834         
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    5368.655158936352    All      1.6673039558961016         0.28764793127500354        -2.6194531530019627       -0.5662935200594029        
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7796.776616313061    All      0.7289092818625584         -0.08617361375691246       1.5001762242803016        -0.19855333970458292       
Check         All|All|All                                All                  All      1.0086454889594885         0.9964288507790187         0.02968113080747692       -0.0026548284234023944     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    4291.310462816036    All      -0.0004632407074848132     6.298392661256798e-05      -0.0017887646267603745    9.158432580821169e-05      
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    5368.655158936352    All      -1.6844594294351703e-05    -1.9437155754440782e-05    -0.0027970892878732777    -0.00012566573091163784    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7796.776616313061    All      -1.3370715747306386e-05    2.2631064145842e-06        -3.196390245010577e-05    3.6660480541453083e-06     
MWEBV         All|All|All                                All                  All      -0.7477041439589627        -4.007023683920075         0.3973077198848958        -1.0439375838230884        
Redshift      All|All|All                                All                  All      2.955486199675508          -0.521942371858497         8.794020418094945         -0.7402761479657973        
