#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4812.71503353724     All      -2.3637100563466094       1.4245417557603446         -0.7022114529177337       1.2026217729828093        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5763.231011251453    All      3.361515951880076         -0.42231481196353116       0.6999663895031372        -1.2012818789842596       
Check         All|All|All                            All                  All      0.9978058955334663        1.0022269437968134         -0.0022450634145965154    0.0013398939985496128     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4812.71503353724     All      -0.000437897572597554     -5.2369366738813315e-05    -0.002050689170865487     3.406638092839377e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5763.231011251453    All      -0.0008575048829267137    0.00010817087417152476     3.712120264919989e-05     0.00031620891265836447    
MWEBV         All|All|All                            All                  All      -0.33783755149278205      -2.689055889239711         -0.020198676560845286     -0.7667705395556237       
Redshift      All|All|All                            All                  All      1.552900145071078         1.8416752041670037         2.6180873902045487        0.210896752949169         
