#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            5158.639364883431     All      0.809461095659709          0.4172597785366605         0.5512344693935016        -0.10315380938636445      
Zeropoint     AB|SDSS|SDSS_u            3002.2749506057735    All      -0.05965521145770035       0.04270269359434309        0.19046513552834002       0.04184092137440587       
Zeropoint     AB|SDSS|SDSS_g            3947.834386938791     All      -1.0289251925700351        0.5583010359128338         -0.37068190523012606      0.5004699698587433        
Zeropoint     AB|SDSS|SDSS_z            7437.567500308854     All      0.07719656146551719        0.0020625787611194824      0.06471002376806298       -0.02158589884305312      
Zeropoint     AB|SDSS|SDSS_i            6255.751868255601     All      1.196645854646932          -0.01970718532042781       -0.42585603089201757      -0.4152102007164711       
Check         All|All|All               All                   All      0.9947231077444226         1.000618901484529          0.009871692567760937      0.0023609822872605046     
Lambda        AB|SDSS|SDSS_r            5158.639364883431     All      0.0002449054086335601      5.939433791861635e-05      -0.000863593832838469     -9.896528528137266e-05    
Lambda        AB|SDSS|SDSS_u            3002.2749506057735    All      -3.4264197035862746e-05    1.4871784620608836e-05     4.761668217270467e-05     1.8130119581150528e-05    
Lambda        AB|SDSS|SDSS_g            3947.834386938791     All      -0.0011212409806806477     0.0004631142932318765      -0.0013898787511266613    0.00045405273127302004    
Lambda        AB|SDSS|SDSS_z            7437.567500308854     All      -1.6733694089560333e-05    8.6177942225253e-07        3.2564317404345523e-06    5.876744189007296e-06     
Lambda        AB|SDSS|SDSS_i            6255.751868255601     All      -0.00026486541567084       -2.7222995954501855e-05    -0.0003816196295010244    6.037802295592763e-05     
MWEBV         All|All|All               All                   All      -0.5768262842558483        -3.2321260308473043        0.12171450277556825       -0.8594869249873627       
Redshift      All|All|All               All                   All      5.05308862652978           0.019069847709474175       -2.1685589535839163       -1.7365183568277858       
