#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_g            3647.6534312498966    All      -1.228320826850272         0.3512513346739965         -1.5335368839666759       0.44608391153773097        
Zeropoint     AB|SDSS|SDSS_i            5780.084099471189     All      0.7281793418550673         0.10013435389364389        -3.5136467492627497       -0.36137283146919225       
Zeropoint     AB|SDSS|SDSS_r            4766.392592899208     All      1.2737691289433828         0.5150450667292361         4.034768556374196         -0.0670881986940983        
Zeropoint     AB|SDSS|SDSS_z            6872.038174248503     All      0.225147209428812          0.03264438560641736        1.0200017155629788        -0.017186511006601485      
Check         All|All|All               All                   All      0.9987748533769899         0.9990751409032939         0.007586638707749227      0.00043637036783894523     
Lambda        AB|SDSS|SDSS_g            3647.6534312498966    All      -0.002007712401723714      0.00047241369208464814     -0.004898326869776334     0.0005892688314817603      
Lambda        AB|SDSS|SDSS_i            5780.084099471189     All      -7.539923218522691e-05     -1.1811140324245167e-05    0.00037606784414192433    3.7494914172125535e-05     
Lambda        AB|SDSS|SDSS_r            4766.392592899208     All      -0.00012458753461706365    -4.073948767353392e-05     -0.0006490412100389883    -1.6516608572676417e-06    
Lambda        AB|SDSS|SDSS_z            6872.038174248503     All      -9.807457737348452e-05     -1.4972870295931004e-05    -0.0004326382923723571    7.762300007342212e-06      
MWEBV         All|All|All               All                   All      -0.5927614506840215        -2.8640816508538336        0.09591470958094696       -0.735563480442092         
Redshift      All|All|All               All                   All      5.171740977257264          -0.7159134274161261        9.441532801224419         -1.4964704921516758        
