#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5230.583765166202     All      0.24389421436627137        0.18878032095566155       -0.35844692022346053       -0.03394824803948662      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4278.784277446        All      -0.26678790354416526       0.1532547668336548        -0.0734172976630666        0.13354543993419543       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5291.547142051697     All      0.20340613328133017        0.11355540536657216       -0.044021029253246455      -0.03123179443728103      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6097.525233627486     All      0.509475498477442          -0.008257458403093665     0.17414379239157493        -0.16087141932341692      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4677.48374412899      All      -0.3084646603289546        0.37559223454675106       0.11813454346884687        0.2280916375670807        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7428.754309437946     All      0.20454006003300024        -0.027030883102963088     0.2275621718710806         -0.0652752200617672       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3499.2040311031906    All      -0.15810580720489492       0.0695120892032719        0.023168525651270616       0.07517654215713059       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4281.816802663337     All      -0.35307829449353173       0.21814546061600382       -0.01274524760520735       0.18549760787870428       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6054.783671995894     All      0.6724132133697799         -0.03945226942221325      -0.16616646145275138       -0.23929325342378505      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7402.900161604515     All      0.24770865941268522        -0.04703179268732427      0.11286243596122444        -0.09097012976329699      
Check         All|All|All                                All                   All      0.9950011133689624         0.997067873906321         0.001074513146265138       0.0007211624880771872     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5230.583765166202     All      3.703658174385703e-05      6.184409127057695e-05     -0.0012637655918590943     -4.831543210357525e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4278.784277446        All      -0.00016977373023602745    6.347751218919191e-05     -0.00020618976247194736    6.677630129203993e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5291.547142051697     All      7.076668428210604e-05      2.8037264795711267e-05    -0.00010466870874340825    -1.858926142809176e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6097.525233627486     All      -8.098089208533717e-05     3.5794716499854116e-06    -9.388113180855176e-05     2.3354608689756026e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4677.48374412899      All      -0.0001322567019174441     -3.812154200413709e-05    -0.0008412995615177261     -6.880416942873442e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7428.754309437946     All      -6.63301844159926e-05      9.814218558331111e-06     -9.871383749705874e-05     2.0397591933950055e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3499.2040311031906    All      -0.00031128893930249956    0.00011885488737656123    9.070667713038516e-05      0.00014415981806056142    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4281.816802663337     All      -0.0002358324850989642     7.748720720474899e-05     -0.0003918245134622467     8.457320324409948e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6054.783671995894     All      -8.126890016204491e-05     6.759610858201108e-06     -0.0005751235169570338     3.0086609762646194e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7402.900161604515     All      -6.133372099137271e-05     1.318381101216949e-06     -0.00043761206437158053    8.792342911019963e-07     
MWEBV         All|All|All                                All                   All      -0.9435624158668321        -3.9263299643303995       0.052185805541494955       -0.9692567078515905       
Redshift      All|All|All                                All                   All      7.563388458207588          -0.1884357447100804       15.966603977583585         -1.8125079667715691       
