#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5230.583765166202     All      0.2198898243647095         0.2218124221711193        -0.49974213985792826       -0.02167494311209328       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4278.784277446        All      -0.12024876173976          0.07418359775837047       -0.017317192259524994      0.06256022936761418        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5291.547142051697     All      0.11660821551982191        0.07365614506955609       -0.04927889895726123       -0.01618999335746274       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6097.525233627486     All      0.4734214683668018         -0.02968190603320764      0.12469468130092975        -0.15831276972696484       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4677.48374412899      All      -0.41202295605769956       0.4781482273532589        0.21582768770774807        0.29958943864069054        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7428.754309437946     All      0.23771561103835367        -0.03973315001939426      0.24607253465115386        -0.07939310221841689       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3499.2040311031906    All      -0.1739171409948913        0.08172685244458577       0.010931334749308963       0.08375947436486397        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4281.816802663337     All      -0.44398779520718273       0.28444692404798744       0.036447596248445624       0.23890164167466033        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6054.783671995894     All      0.7998737311284408         -0.07955362439391322      -0.1485840970857022        -0.29308904782511247       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7402.900161604515     All      0.296757885813013          -0.06715739987548375      0.0836493797705673         -0.11480629337456971       
Check         All|All|All                                All                   All      0.9940900822316071         0.9978480885228791        0.0027008862677369017      0.001344634433209091       
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5230.583765166202     All      0.00011615363072179158     0.00012763678524314555    -0.001235635611332426      -5.1400301052504366e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4278.784277446        All      -0.0001214064558438872     6.553795115307211e-05     -5.6478053398100134e-05    5.8373587518377724e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5291.547142051697     All      8.494127273375263e-05      3.776458202634314e-05     -0.00010455010936961052    -2.0032591430308184e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6097.525233627486     All      2.3915261616077025e-05     4.566121367339616e-06     -4.594392562872593e-05     -8.352917934812007e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4677.48374412899      All      -0.0002668302454723824     0.00014153048376152466    -0.0006810724605206426     0.00010262338832005832     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7428.754309437946     All      -5.005310092667786e-05     6.819166647576445e-06     -4.648270183656276e-05     1.6450859095324173e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3499.2040311031906    All      -0.00030263642719400674    0.0001299273186809889     0.00022136723047025048     0.00015077884574899673     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4281.816802663337     All      -0.000458116009573455      0.0002044975542729539     -0.0004675413096226624     0.00019497081577462676     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6054.783671995894     All      0.0001458854781398225      -1.787753579652227e-05    -0.00041663652271956746    -7.193557574883567e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7402.900161604515     All      -3.995965572327755e-05     -6.084528823492839e-06    -0.00041201187178544347    -7.3519542458700485e-06    
MWEBV         All|All|All                                All                   All      -0.8877206922912264        -3.9520150135313514       0.04155105894975142        -0.9962872397928368        
Redshift      All|All|All                                All                   All      6.441915894488742          -1.7313357522114714       13.76452729871318          -2.0480493181682435        
